"Date","CUUR0000SEHF01"
1945-05-01,28.1
1945-06-01,28.1
1945-07-01,28.1
1945-08-01,28.1
1945-09-01,28.1
1945-10-01,27.9
1945-11-01,27.6
1945-12-01,27.6
1946-01-01,27.6
1946-02-01,27.6
1946-03-01,27.2
1946-04-01,27
1946-05-01,27
1946-06-01,26.9
1946-07-01,26.9
1946-08-01,26.8
1946-09-01,26.7
1946-10-01,26.7
1946-11-01,26.7
1946-12-01,26.7
1947-01-01,26.7
1947-02-01,26.6
1947-03-01,26.6
1947-04-01,NA
1947-05-01,NA
1947-06-01,26.5
1947-07-01,NA
1947-08-01,NA
1947-09-01,26.6
1947-10-01,NA
1947-11-01,26.6
1947-12-01,26.7
1948-01-01,NA
1948-02-01,NA
1948-03-01,26.8
1948-04-01,NA
1948-05-01,NA
1948-06-01,26.8
1948-07-01,NA
1948-08-01,NA
1948-09-01,27
1948-10-01,NA
1948-11-01,NA
1948-12-01,27.1
1949-01-01,NA
1949-02-01,NA
1949-03-01,26.8
1949-04-01,NA
1949-05-01,NA
1949-06-01,27.2
1949-07-01,NA
1949-08-01,NA
1949-09-01,27.2
1949-10-01,NA
1949-11-01,NA
1949-12-01,27.2
1950-01-01,NA
1950-02-01,NA
1950-03-01,27.2
1950-04-01,NA
1950-05-01,NA
1950-06-01,27.2
1950-07-01,NA
1950-08-01,NA
1950-09-01,27.2
1950-10-01,NA
1950-11-01,NA
1950-12-01,27.2
1951-01-01,NA
1951-02-01,NA
1951-03-01,27.3
1951-04-01,NA
1951-05-01,NA
1951-06-01,27.4
1951-07-01,NA
1951-08-01,NA
1951-09-01,27.5
1951-10-01,NA
1951-11-01,NA
1951-12-01,27.4
1952-01-01,27.5
1952-02-01,27.5
1952-03-01,27.5
1952-04-01,27.5
1952-05-01,27.5
1952-06-01,27.5
1952-07-01,27.5
1952-08-01,27.8
1952-09-01,27.8
1952-10-01,27.8
1952-11-01,27.9
1952-12-01,28
1953-01-01,28
1953-02-01,28.1
1953-03-01,28.1
1953-04-01,28.1
1953-05-01,28.1
1953-06-01,27.9
1953-07-01,27.9
1953-08-01,27.9
1953-09-01,27.9
1953-10-01,28
1953-11-01,28
1953-12-01,27.9
1954-01-01,27.9
1954-02-01,28
1954-03-01,28.1
1954-04-01,28.1
1954-05-01,28.1
1954-06-01,28.1
1954-07-01,28.2
1954-08-01,28.2
1954-09-01,28.2
1954-10-01,28.2
1954-11-01,28.3
1954-12-01,28.3
1955-01-01,28.3
1955-02-01,28.4
1955-03-01,28.4
1955-04-01,28.4
1955-05-01,28.5
1955-06-01,28.5
1955-07-01,28.5
1955-08-01,28.5
1955-09-01,28.5
1955-10-01,28.5
1955-11-01,28.5
1955-12-01,28.5
1956-01-01,28.5
1956-02-01,28.6
1956-03-01,28.6
1956-04-01,28.6
1956-05-01,28.6
1956-06-01,28.6
1956-07-01,28.6
1956-08-01,28.6
1956-09-01,28.6
1956-10-01,28.5
1956-11-01,28.5
1956-12-01,28.6
1957-01-01,28.6
1957-02-01,28.7
1957-03-01,28.7
1957-04-01,28.7
1957-05-01,28.7
1957-06-01,28.7
1957-07-01,28.7
1957-08-01,28.7
1957-09-01,28.7
1957-10-01,28.8
1957-11-01,28.8
1957-12-01,28.8
1958-01-01,28.9
1958-02-01,28.9
1958-03-01,28.9
1958-04-01,28.9
1958-05-01,29.1
1958-06-01,29.1
1958-07-01,29.1
1958-08-01,29.2
1958-09-01,29.2
1958-10-01,29.2
1958-11-01,29.2
1958-12-01,29.2
1959-01-01,29.2
1959-02-01,29.2
1959-03-01,29.2
1959-04-01,29.2
1959-05-01,29.4
1959-06-01,29.6
1959-07-01,29.6
1959-08-01,29.6
1959-09-01,29.7
1959-10-01,29.7
1959-11-01,29.7
1959-12-01,29.8
1960-01-01,29.8
1960-02-01,29.8
1960-03-01,29.8
1960-04-01,29.8
1960-05-01,29.8
1960-06-01,29.8
1960-07-01,29.9
1960-08-01,29.9
1960-09-01,29.9
1960-10-01,29.9
1960-11-01,29.9
1960-12-01,29.9
1961-01-01,29.9
1961-02-01,29.9
1961-03-01,29.9
1961-04-01,29.9
1961-05-01,29.9
1961-06-01,29.9
1961-07-01,29.9
1961-08-01,29.9
1961-09-01,29.9
1961-10-01,29.9
1961-11-01,29.9
1961-12-01,29.9
1962-01-01,29.9
1962-02-01,29.9
1962-03-01,29.9
1962-04-01,29.9
1962-05-01,29.9
1962-06-01,29.9
1962-07-01,30
1962-08-01,30
1962-09-01,30
1962-10-01,30
1962-11-01,30
1962-12-01,30
1963-01-01,30
1963-02-01,30
1963-03-01,29.9
1963-04-01,30
1963-05-01,29.9
1963-06-01,30
1963-07-01,30
1963-08-01,29.9
1963-09-01,29.9
1963-10-01,29.9
1963-11-01,29.9
1963-12-01,29.9
1964-01-01,29.9
1964-02-01,29.9
1964-03-01,29.9
1964-04-01,29.8
1964-05-01,29.8
1964-06-01,29.7
1964-07-01,29.7
1964-08-01,29.8
1964-09-01,29.8
1964-10-01,29.7
1964-11-01,29.7
1964-12-01,29.7
1965-01-01,29.7
1965-02-01,29.7
1965-03-01,29.7
1965-04-01,29.6
1965-05-01,29.6
1965-06-01,29.6
1965-07-01,29.6
1965-08-01,29.6
1965-09-01,29.7
1965-10-01,29.7
1965-11-01,29.7
1965-12-01,29.7
1966-01-01,29.7
1966-02-01,29.7
1966-03-01,29.7
1966-04-01,29.7
1966-05-01,29.7
1966-06-01,29.7
1966-07-01,29.7
1966-08-01,29.6
1966-09-01,29.6
1966-10-01,29.6
1966-11-01,29.6
1966-12-01,29.7
1967-01-01,29.8
1967-02-01,29.8
1967-03-01,29.8
1967-04-01,29.8
1967-05-01,29.8
1967-06-01,29.8
1967-07-01,29.8
1967-08-01,29.9
1967-09-01,30.2
1967-10-01,30.2
1967-11-01,30.1
1967-12-01,30.1
1968-01-01,30.1
1968-02-01,30.2
1968-03-01,30.2
1968-04-01,30.2
1968-05-01,30.2
1968-06-01,30.2
1968-07-01,30.2
1968-08-01,30.2
1968-09-01,30.2
1968-10-01,30.2
1968-11-01,30.2
1968-12-01,30.2
1969-01-01,30.2
1969-02-01,30.2
1969-03-01,30.4
1969-04-01,30.6
1969-05-01,30.7
1969-06-01,30.7
1969-07-01,30.7
1969-08-01,30.9
1969-09-01,31.1
1969-10-01,31.1
1969-11-01,31.2
1969-12-01,31.2
1970-01-01,31.2
1970-02-01,31.2
1970-03-01,31.3
1970-04-01,31.4
1970-05-01,31.5
1970-06-01,31.5
1970-07-01,31.6
1970-08-01,31.7
1970-09-01,31.9
1970-10-01,32.5
1970-11-01,32.7
1970-12-01,32.9
1971-01-01,33
1971-02-01,33.3
1971-03-01,33.5
1971-04-01,33.5
1971-05-01,33.6
1971-06-01,33.8
1971-07-01,34
1971-08-01,34.3
1971-09-01,34.3
1971-10-01,34.3
1971-11-01,34.3
1971-12-01,34.7
1972-01-01,34.9
1972-02-01,35
1972-03-01,35.1
1972-04-01,35.4
1972-05-01,35.6
1972-06-01,35.8
1972-07-01,35.7
1972-08-01,35.8
1972-09-01,35.8
1972-10-01,35.9
1972-11-01,35.9
1972-12-01,36
1973-01-01,36.5
1973-02-01,36.7
1973-03-01,36.9
1973-04-01,37.1
1973-05-01,37.1
1973-06-01,37.3
1973-07-01,37.3
1973-08-01,37.4
1973-09-01,37.6
1973-10-01,37.8
1973-11-01,38.1
1973-12-01,38.6
1974-01-01,39.9
1974-02-01,41.2
1974-03-01,42.3
1974-04-01,43.1
1974-05-01,43.8
1974-06-01,44.2
1974-07-01,44.6
1974-08-01,45.1
1974-09-01,45.8
1974-10-01,46.1
1974-11-01,46.3
1974-12-01,47.1
1975-01-01,48.1
1975-02-01,48.8
1975-03-01,49.1
1975-04-01,49.2
1975-05-01,49
1975-06-01,49.4
1975-07-01,50.3
1975-08-01,50.6
1975-09-01,51.3
1975-10-01,51.3
1975-11-01,51.1
1975-12-01,51.3
1976-01-01,51.2
1976-02-01,51.6
1976-03-01,52.2
1976-04-01,52.3
1976-05-01,52.6
1976-06-01,53.3
1976-07-01,53.9
1976-08-01,54
1976-09-01,53.9
1976-10-01,54.1
1976-11-01,53.9
1976-12-01,54.6
1977-01-01,54.8
1977-02-01,54.7
1977-03-01,55.9
1977-04-01,55.6
1977-05-01,55.5
1977-06-01,56.5
1977-07-01,57.7
1977-08-01,58.3
1977-09-01,58.4
1977-10-01,58.1
1977-11-01,57.2
1977-12-01,57.1
1978-01-01,57.3
1978-02-01,58.4
1978-03-01,59.4
1978-04-01,60
1978-05-01,60.9
1978-06-01,62.7
1978-07-01,63
1978-08-01,62.7
1978-09-01,62.7
1978-10-01,62.1
1978-11-01,60.4
1978-12-01,60.4
1979-01-01,61
1979-02-01,61.5
1979-03-01,62.4
1979-04-01,63
1979-05-01,64.1
1979-06-01,66.9
1979-07-01,68
1979-08-01,68.6
1979-09-01,69
1979-10-01,68.4
1979-11-01,66.3
1979-12-01,67.2
1980-01-01,67.8
1980-02-01,70
1980-03-01,71.2
1980-04-01,72.3
1980-05-01,74.2
1980-06-01,78.4
1980-07-01,80
1980-08-01,80.3
1980-09-01,80.5
1980-10-01,79.4
1980-11-01,77.4
1980-12-01,78.5
1981-01-01,79.9
1981-02-01,81.2
1981-03-01,81.9
1981-04-01,83
1981-05-01,84.3
1981-06-01,88.8
1981-07-01,91.6
1981-08-01,93.3
1981-09-01,92.7
1981-10-01,90.7
1981-11-01,89.3
1981-12-01,89.8
1982-01-01,91.7
1982-02-01,91.8
1982-03-01,93.7
1982-04-01,93.6
1982-05-01,94.2
1982-06-01,98
1982-07-01,98.9
1982-08-01,99.8
1982-09-01,99.5
1982-10-01,97.8
1982-11-01,95.3
1982-12-01,95.6
1983-01-01,95.5
1983-02-01,95.8
1983-03-01,96.1
1983-04-01,95.7
1983-05-01,97.1
1983-06-01,100.9
1983-07-01,102.1
1983-08-01,101.9
1983-09-01,102.4
1983-10-01,101.5
1983-11-01,99.3
1983-12-01,98.7
1984-01-01,99.6
1984-02-01,100
1984-03-01,100.5
1984-04-01,101.4
1984-05-01,102.6
1984-06-01,107.3
1984-07-01,110.3
1984-08-01,112
1984-09-01,112.2
1984-10-01,108
1984-11-01,105
1984-12-01,104.2
1985-01-01,105
1985-02-01,105.5
1985-03-01,106
1985-04-01,106.4
1985-05-01,107.2
1985-06-01,113
1985-07-01,113.2
1985-08-01,113.7
1985-09-01,113.8
1985-10-01,109.8
1985-11-01,106.7
1985-12-01,107
1986-01-01,108.1
1986-02-01,108.8
1986-03-01,108.4
1986-04-01,107.3
1986-05-01,107.1
1986-06-01,115.9
1986-07-01,116.6
1986-08-01,116.6
1986-09-01,116.6
1986-10-01,108.1
1986-11-01,105.9
1986-12-01,105.4
1987-01-01,106.4
1987-02-01,106.4
1987-03-01,106.7
1987-04-01,105.9
1987-05-01,106.4
1987-06-01,115.3
1987-07-01,116.3
1987-08-01,116.6
1987-09-01,116.2
1987-10-01,108.9
1987-11-01,107.9
1987-12-01,107.3
1988-01-01,107.9
1988-02-01,108.2
1988-03-01,107.9
1988-04-01,107.9
1988-05-01,107.5
1988-06-01,116.2
1988-07-01,116.6
1988-08-01,116.8
1988-09-01,117.2
1988-10-01,112.2
1988-11-01,109.7
1988-12-01,110.3
1989-01-01,110.8
1989-02-01,110.2
1989-03-01,110.5
1989-04-01,111.3
1989-05-01,112.1
1989-06-01,119.5
1989-07-01,120.4
1989-08-01,120.4
1989-09-01,120.4
1989-10-01,114.3
1989-11-01,112.7
1989-12-01,113.4
1990-01-01,113.5
1990-02-01,114.5
1990-03-01,114.3
1990-04-01,114.6
1990-05-01,115.8
1990-06-01,122.2
1990-07-01,122
1990-08-01,121.8
1990-09-01,122.5
1990-10-01,116.9
1990-11-01,115.1
1990-12-01,115
1991-01-01,118.3
1991-02-01,118.8
1991-03-01,118.9
1991-04-01,117.9
1991-05-01,120.1
1991-06-01,125.5
1991-07-01,126.8
1991-08-01,126.2
1991-09-01,127
1991-10-01,122.1
1991-11-01,118.9
1991-12-01,120.8
1992-01-01,120.7
1992-02-01,120.3
1992-03-01,120.7
1992-04-01,120.2
1992-05-01,122.5
1992-06-01,129.2
1992-07-01,129.3
1992-08-01,129.1
1992-09-01,129.6
1992-10-01,123.9
1992-11-01,121.7
1992-12-01,122.9
1993-01-01,123.1
1993-02-01,120.7
1993-03-01,122.9
1993-04-01,123.3
1993-05-01,125.3
1993-06-01,132
1993-07-01,132.5
1993-08-01,132.3
1993-09-01,132.9
1993-10-01,127.4
1993-11-01,123.8
1993-12-01,123.6
1994-01-01,123.3
1994-02-01,123.3
1994-03-01,123.2
1994-04-01,122
1994-05-01,124.4
1994-06-01,131.5
1994-07-01,132.3
1994-08-01,132.4
1994-09-01,132.2
1994-10-01,126.8
1994-11-01,124.7
1994-12-01,124.4
1995-01-01,125.5
1995-02-01,125.3
1995-03-01,125.4
1995-04-01,124.5
1995-05-01,126.3
1995-06-01,134.6
1995-07-01,134.7
1995-08-01,136.9
1995-09-01,134.4
1995-10-01,131
1995-11-01,128.5
1995-12-01,127.8
1996-01-01,127.9
1996-02-01,127.9
1996-03-01,128.3
1996-04-01,128.9
1996-05-01,129.4
1996-06-01,135
1996-07-01,137.1
1996-08-01,138.1
1996-09-01,138.3
1996-10-01,132.5
1996-11-01,128.9
1996-12-01,128.7
1997-01-01,128.9
1997-02-01,129.3
1997-03-01,129.7
1997-04-01,129.5
1997-05-01,130.6
1997-06-01,138.4
1997-07-01,138.4
1997-08-01,137.5
1997-09-01,138.1
1997-10-01,132
1997-11-01,130
1997-12-01,127
1998-01-01,126.2
1998-02-01,124.6
1998-03-01,124.3
1998-04-01,124.4
1998-05-01,125.9
1998-06-01,133.2
1998-07-01,133.5
1998-08-01,132.5
1998-09-01,131.5
1998-10-01,125.8
1998-11-01,123.4
1998-12-01,122.9
1999-01-01,122.5
1999-02-01,122.9
1999-03-01,123.5
1999-04-01,123.4
1999-05-01,124.4
1999-06-01,131
1999-07-01,132
1999-08-01,131.5
1999-09-01,131.6
1999-10-01,127
1999-11-01,123.9
1999-12-01,123.7
2000-01-01,123
2000-02-01,124
2000-03-01,124.2
2000-04-01,124.1
2000-05-01,125
2000-06-01,133.2
2000-07-01,135.3
2000-08-01,134.8
2000-09-01,135
2000-10-01,129.4
2000-11-01,126.8
2000-12-01,126.9
2001-01-01,129.7
2001-02-01,129.6
2001-03-01,130.5
2001-04-01,130.6
2001-05-01,133.8
2001-06-01,146.6
2001-07-01,148.7
2001-08-01,147.6
2001-09-01,146.5
2001-10-01,139.9
2001-11-01,135.4
2001-12-01,134.6
2002-01-01,133.1
2002-02-01,132.7
2002-03-01,133
2002-04-01,131.8
2002-05-01,133.8
2002-06-01,142.1
2002-07-01,142.9
2002-08-01,142.9
2002-09-01,142.6
2002-10-01,135.9
2002-11-01,131.9
2002-12-01,132.1
2003-01-01,132.1
2003-02-01,132.5
2003-03-01,134
2003-04-01,135.5
2003-05-01,138.7
2003-06-01,146.7
2003-07-01,147.4
2003-08-01,147.6
2003-09-01,148
2003-10-01,140.2
2003-11-01,135.5
2003-12-01,135.6
2004-01-01,136.2
2004-02-01,136.8
2004-03-01,136.1
2004-04-01,136.7
2004-05-01,139.5
2004-06-01,149.5
2004-07-01,150.4
2004-08-01,150.9
2004-09-01,150.4
2004-10-01,141.4
2004-11-01,138.6
2004-12-01,138.5
2005-01-01,141
2005-02-01,141.2
2005-03-01,141.9
2005-04-01,142.3
2005-05-01,146.5
2005-06-01,157.9
2005-07-01,158.6
2005-08-01,159.5
2005-09-01,160
2005-10-01,153.3
2005-11-01,154.4
2005-12-01,153.3
2006-01-01,162.2
2006-02-01,162.9
2006-03-01,163.1
2006-04-01,163.3
2006-05-01,165.6
2006-06-01,178.1
2006-07-01,178.8
2006-08-01,178.7
2006-09-01,178.8
2006-10-01,169.3
2006-11-01,164.4
2006-12-01,164.8
2007-01-01,168.903
2007-02-01,168.87
2007-03-01,169.346
2007-04-01,169.385
2007-05-01,172.342
2007-06-01,184.194
2007-07-01,184.408
2007-08-01,184.081
2007-09-01,184.365
2007-10-01,177.244
2007-11-01,173.406
2007-12-01,173.357
2008-01-01,175.219
2008-02-01,174.606
2008-03-01,175.639
2008-04-01,177.818
2008-05-01,182.26
2008-06-01,194.434
2008-07-01,199.068
2008-08-01,200.795
2008-09-01,198.579
2008-10-01,191.513
2008-11-01,187.473
2008-12-01,188.342
2009-01-01,190.471
2009-02-01,190.645
2009-03-01,190.065
2009-04-01,189.007
2009-05-01,191.066
2009-06-01,199.924
2009-07-01,199.251
2009-08-01,198.36
2009-09-01,198.286
2009-10-01,190.376
2009-11-01,187.708
2009-12-01,187.388
2010-01-01,186.903
2010-02-01,185.448
2010-03-01,189.061
2010-04-01,190.21
2010-05-01,192.416
2010-06-01,200.767
2010-07-01,201.914
2010-08-01,201.624
2010-09-01,200.405
2010-10-01,191.481
2010-11-01,188.198
2010-12-01,188.711
2011-01-01,189.166
2011-02-01,189.539
2011-03-01,191.028
2011-04-01,191.323
2011-05-01,195.838
2011-06-01,203.836
2011-07-01,205.963
2011-08-01,205.362
2011-09-01,205.812
2011-10-01,197.003
2011-11-01,193.193
2011-12-01,192.777
2012-01-01,193.612
2012-02-01,193.183
2012-03-01,192.148
2012-04-01,192.472
2012-05-01,196.159
2012-06-01,204.907
2012-07-01,203.318
2012-08-01,202.87
2012-09-01,202.628
2012-10-01,194.544
2012-11-01,191.837
2012-12-01,191.879
2013-01-01,194.525
2013-02-01,194.739
2013-03-01,193.856
2013-04-01,194.553
2013-05-01,199.557
2013-06-01,208.737
2013-07-01,209.538
2013-08-01,208.514
2013-09-01,209.106
2013-10-01,200.392
2013-11-01,197.442
2013-12-01,198.043
2014-01-01,203.026
2014-02-01,202.224
2014-03-01,204.131
2014-04-01,198.654
2014-05-01,206.715
2014-06-01,217.529
2014-07-01,217.93
2014-08-01,217.148
2014-09-01,215.054
2014-10-01,206.667
2014-11-01,202.889
2014-12-01,204.275
2015-01-01,208.172
2015-02-01,208.696
2015-03-01,205.894
2015-04-01,206.179
2015-05-01,207.683
2015-06-01,217.468
2015-07-01,216.406
2015-08-01,215.786
2015-09-01,214.132
2015-10-01,205.604
2015-11-01,202.479
2015-12-01,201.787
2016-01-01,203.169
2016-02-01,202.528
2016-03-01,202.487
2016-04-01,201.778
2016-05-01,205.038
2016-06-01,213.474
2016-07-01,214.193
2016-08-01,214.222
2016-09-01,214.381
2016-10-01,206.397
2016-11-01,202.984
2016-12-01,203.146
2017-01-01,205.23
2017-02-01,206.416
2017-03-01,205.692
2017-04-01,206.671
2017-05-01,210.541
2017-06-01,218.865
2017-07-01,219.696
2017-08-01,219.078
2017-09-01,218.117
2017-10-01,210.424
2017-11-01,208.111
2017-12-01,208.406
2018-01-01,210.171
2018-02-01,210.97
2018-03-01,210.273
2018-04-01,209.215
2018-05-01,212.646
2018-06-01,218.591
2018-07-01,217.9
2018-08-01,217.967
2018-09-01,215.536
2018-10-01,211.937
2018-11-01,209.339
2018-12-01,210.637
2019-01-01,210.92
2019-02-01,210.939
2019-03-01,210.937
2019-04-01,210.525
2019-05-01,212.326
2019-06-01,217.947
2019-07-01,219.083
2019-08-01,217.811
2019-09-01,216.938
2019-10-01,212.829
2019-11-01,210.365
2019-12-01,209.725
2020-01-01,212.018
2020-02-01,212.18
2020-03-01,211.332
2020-04-01,211.04
2020-05-01,211.988
2020-06-01,218.191
2020-07-01,218.82
2020-08-01,217.68
2020-09-01,218.395
2020-10-01,215.57
2020-11-01,213.787
2020-12-01,214.375
2021-01-01,215.242
2021-02-01,216.998
2021-03-01,216.528
2021-04-01,218.627
2021-05-01,220.948
2021-06-01,226.562
2021-07-01,227.672
2021-08-01,229.088
2021-09-01,229.831
2021-10-01,229.641
2021-11-01,227.588
2021-12-01,227.974
2022-01-01,238.183
2022-02-01,236.453
2022-03-01,240.558
2022-04-01,242.778
2022-05-01,247.461
2022-06-01,257.557
2022-07-01,262.347
2022-08-01,265.191
2022-09-01,265.487
2022-10-01,262.1
2022-11-01,258.864
2022-12-01,260.548
