"Date","CUSR0000SAH1"
1961-08-01,25.4
1961-09-01,25.5
1961-10-01,25.5
1961-11-01,25.6
1961-12-01,25.6
1962-01-01,25.6
1962-02-01,25.6
1962-03-01,25.6
1962-04-01,25.6
1962-05-01,25.7
1962-06-01,25.8
1962-07-01,25.8
1962-08-01,25.8
1962-09-01,25.8
1962-10-01,25.8
1962-11-01,25.8
1962-12-01,25.8
1963-01-01,25.9
1963-02-01,25.9
1963-03-01,26
1963-04-01,26
1963-05-01,26
1963-06-01,26
1963-07-01,26.1
1963-08-01,26.1
1963-09-01,26.1
1963-10-01,26.2
1963-11-01,26.2
1963-12-01,26.3
1964-01-01,26.3
1964-02-01,26.4
1964-03-01,26.4
1964-04-01,26.4
1964-05-01,26.4
1964-06-01,26.4
1964-07-01,26.5
1964-08-01,26.5
1964-09-01,26.6
1964-10-01,26.6
1964-11-01,26.7
1964-12-01,26.7
1965-01-01,26.8
1965-02-01,26.9
1965-03-01,26.9
1965-04-01,26.9
1965-05-01,26.9
1965-06-01,26.9
1965-07-01,27
1965-08-01,27
1965-09-01,27
1965-10-01,27.1
1965-11-01,27.2
1965-12-01,27.2
1966-01-01,27.3
1966-02-01,27.3
1966-03-01,27.4
1966-04-01,27.6
1966-05-01,27.7
1966-06-01,27.9
1966-07-01,27.9
1966-08-01,27.9
1966-09-01,28
1966-10-01,28.2
1966-11-01,28.2
1966-12-01,28.3
1967-01-01,28.4
1967-02-01,28.5
1967-03-01,28.4
1967-04-01,28.5
1967-05-01,28.6
1967-06-01,28.7
1967-07-01,28.8
1967-08-01,28.9
1967-09-01,28.9
1967-10-01,29
1967-11-01,29.1
1967-12-01,29.2
1968-01-01,29.3
1968-02-01,29.4
1968-03-01,29.5
1968-04-01,29.6
1968-05-01,29.6
1968-06-01,30
1968-07-01,30.3
1968-08-01,30.5
1968-09-01,30.5
1968-10-01,30.7
1968-11-01,30.9
1968-12-01,31.1
1969-01-01,31.3
1969-02-01,31.4
1969-03-01,31.8
1969-04-01,32.1
1969-05-01,32.3
1969-06-01,32.4
1969-07-01,32.7
1969-08-01,32.9
1969-09-01,33.2
1969-10-01,33.4
1969-11-01,33.6
1969-12-01,33.8
1970-01-01,34
1970-02-01,34.4
1970-03-01,34.8
1970-04-01,35
1970-05-01,35.3
1970-06-01,35.5
1970-07-01,35.6
1970-08-01,35.9
1970-09-01,36.2
1970-10-01,36.3
1970-11-01,36.5
1970-12-01,36.8
1971-01-01,36.8
1971-02-01,36.6
1971-03-01,36.4
1971-04-01,36.4
1971-05-01,36.5
1971-06-01,36.9
1971-07-01,37
1971-08-01,37.2
1971-09-01,37.4
1971-10-01,37.5
1971-11-01,37.7
1971-12-01,37.8
1972-01-01,38
1972-02-01,38.1
1972-03-01,38.2
1972-04-01,38.3
1972-05-01,38.4
1972-06-01,38.6
1972-07-01,38.8
1972-08-01,39
1972-09-01,39
1972-10-01,39.1
1972-11-01,39.2
1972-12-01,39.3
1973-01-01,39.4
1973-02-01,39.5
1973-03-01,39.6
1973-04-01,39.7
1973-05-01,39.9
1973-06-01,40
1973-07-01,40.1
1973-08-01,40.5
1973-09-01,41
1973-10-01,41.6
1973-11-01,41.8
1973-12-01,42.1
1974-01-01,42.4
1974-02-01,42.7
1974-03-01,43
1974-04-01,43.2
1974-05-01,43.5
1974-06-01,43.9
1974-07-01,44.4
1974-08-01,44.9
1974-09-01,45.5
1974-10-01,46
1974-11-01,46.3
1974-12-01,46.9
1975-01-01,47.3
1975-02-01,47.7
1975-03-01,47.9
1975-04-01,48.2
1975-05-01,48.3
1975-06-01,48.7
1975-07-01,48.9
1975-08-01,49
1975-09-01,49.3
1975-10-01,49.6
1975-11-01,50
1975-12-01,50.3
1976-01-01,50.5
1976-02-01,50.6
1976-03-01,50.7
1976-04-01,50.7
1976-05-01,50.9
1976-06-01,51.2
1976-07-01,51.6
1976-08-01,51.9
1976-09-01,52.2
1976-10-01,52.3
1976-11-01,52.4
1976-12-01,52.4
1977-01-01,52.9
1977-02-01,53.2
1977-03-01,53.5
1977-04-01,54
1977-05-01,54.3
1977-06-01,54.7
1977-07-01,55.2
1977-08-01,55.5
1977-09-01,55.9
1977-10-01,56.2
1977-11-01,56.6
1977-12-01,57
1978-01-01,57.5
1978-02-01,57.8
1978-03-01,58.3
1978-04-01,58.8
1978-05-01,59.4
1978-06-01,60
1978-07-01,60.7
1978-08-01,61.3
1978-09-01,62.1
1978-10-01,62.8
1978-11-01,63.3
1978-12-01,63.5
1979-01-01,64
1979-02-01,64.9
1979-03-01,65.5
1979-04-01,66.3
1979-05-01,67.1
1979-06-01,68
1979-07-01,69
1979-08-01,70.1
1979-09-01,71.1
1979-10-01,72.3
1979-11-01,73.5
1979-12-01,74.6
1980-01-01,75.9
1980-02-01,76.8
1980-03-01,78.1
1980-04-01,79.3
1980-05-01,80.5
1980-06-01,82.3
1980-07-01,81.3
1980-08-01,81.4
1980-09-01,82
1980-10-01,83.4
1980-11-01,84.7
1980-12-01,85.8
1981-01-01,86.3
1981-02-01,86.3
1981-03-01,86.7
1981-04-01,87.3
1981-05-01,88.6
1981-06-01,89.9
1981-07-01,91.5
1981-08-01,92.5
1981-09-01,93.9
1981-10-01,93.8
1981-11-01,94
1981-12-01,94.3
1982-01-01,94.4
1982-02-01,94.7
1982-03-01,94.2
1982-04-01,95.3
1982-05-01,96.8
1982-06-01,98
1982-07-01,98.5
1982-08-01,98.9
1982-09-01,98.4
1982-10-01,98.4
1982-11-01,97.9
1982-12-01,96.5
1983-01-01,97.2
1983-02-01,97.5
1983-03-01,97.6
1983-04-01,98.4
1983-05-01,98.7
1983-06-01,99
1983-07-01,99.4
1983-08-01,99.6
1983-09-01,100.1
1983-10-01,100.3
1983-11-01,100.7
1983-12-01,101.1
1984-01-01,101.4
1984-02-01,101.8
1984-03-01,102.3
1984-04-01,103
1984-05-01,103.2
1984-06-01,103.6
1984-07-01,104.3
1984-08-01,104.7
1984-09-01,105.1
1984-10-01,105.5
1984-11-01,105.8
1984-12-01,106.4
1985-01-01,106.7
1985-02-01,107.4
1985-03-01,107.8
1985-04-01,108.1
1985-05-01,109.2
1985-06-01,109.6
1985-07-01,110.1
1985-08-01,110.8
1985-09-01,111
1985-10-01,111.5
1985-11-01,112.3
1985-12-01,112.7
1986-01-01,113.2
1986-02-01,113.5
1986-03-01,114.3
1986-04-01,115
1986-05-01,115.2
1986-06-01,115.6
1986-07-01,115.9
1986-08-01,116.3
1986-09-01,116.9
1986-10-01,117.5
1986-11-01,117.8
1986-12-01,118.1
1987-01-01,118.6
1987-02-01,119.1
1987-03-01,119.5
1987-04-01,120.3
1987-05-01,120.7
1987-06-01,121
1987-07-01,121.1
1987-08-01,121.9
1987-09-01,122.4
1987-10-01,123.1
1987-11-01,123.4
1987-12-01,124.1
1988-01-01,124.6
1988-02-01,125.1
1988-03-01,125.5
1988-04-01,126
1988-05-01,126.3
1988-06-01,126.8
1988-07-01,127.2
1988-08-01,127.8
1988-09-01,128.3
1988-10-01,128.6
1988-11-01,129.2
1988-12-01,129.6
1989-01-01,129.8
1989-02-01,130.4
1989-03-01,131
1989-04-01,131.4
1989-05-01,132
1989-06-01,132.4
1989-07-01,133.2
1989-08-01,133.7
1989-09-01,133.9
1989-10-01,134.8
1989-11-01,135.4
1989-12-01,136
1990-01-01,136.3
1990-02-01,136.6
1990-03-01,137.6
1990-04-01,138.2
1990-05-01,138.6
1990-06-01,139.6
1990-07-01,140.7
1990-08-01,141.8
1990-09-01,142.1
1990-10-01,142.4
1990-11-01,142.6
1990-12-01,143.2
1991-01-01,144.2
1991-02-01,144.5
1991-03-01,144.8
1991-04-01,145.2
1991-05-01,145.6
1991-06-01,145.9
1991-07-01,146.4
1991-08-01,146.7
1991-09-01,147.2
1991-10-01,147.7
1991-11-01,148.2
1991-12-01,148.9
1992-01-01,149.4
1992-02-01,149.6
1992-03-01,150
1992-04-01,150.2
1992-05-01,150.6
1992-06-01,151.1
1992-07-01,151.4
1992-08-01,151.7
1992-09-01,151.8
1992-10-01,152.5
1992-11-01,152.9
1992-12-01,153.2
1993-01-01,153.8
1993-02-01,154.1
1993-03-01,154.3
1993-04-01,155
1993-05-01,155.3
1993-06-01,155.8
1993-07-01,155.9
1993-08-01,156.2
1993-09-01,156.5
1993-10-01,156.9
1993-11-01,157.3
1993-12-01,157.8
1994-01-01,158.2
1994-02-01,158.8
1994-03-01,159.4
1994-04-01,159.5
1994-05-01,159.9
1994-06-01,160.1
1994-07-01,160.4
1994-08-01,161.2
1994-09-01,161.6
1994-10-01,162.1
1994-11-01,162.6
1994-12-01,162.5
1995-01-01,163.1
1995-02-01,163.5
1995-03-01,164
1995-04-01,164.5
1995-05-01,165.1
1995-06-01,165.5
1995-07-01,166
1995-08-01,166.3
1995-09-01,166.9
1995-10-01,167.4
1995-11-01,167.9
1995-12-01,168.2
1996-01-01,168.7
1996-02-01,169.1
1996-03-01,169.6
1996-04-01,169.9
1996-05-01,170.4
1996-06-01,170.7
1996-07-01,171.4
1996-08-01,171.8
1996-09-01,172.1
1996-10-01,172.5
1996-11-01,173
1996-12-01,173.1
1997-01-01,173.8
1997-02-01,174.3
1997-03-01,174.6
1997-04-01,175.1
1997-05-01,175.6
1997-06-01,176
1997-07-01,176.5
1997-08-01,177
1997-09-01,177.4
1997-10-01,177.9
1997-11-01,178.4
1997-12-01,178.9
1998-01-01,179.4
1998-02-01,179.8
1998-03-01,180.3
1998-04-01,180.8
1998-05-01,181.4
1998-06-01,181.8
1998-07-01,182.1
1998-08-01,182.8
1998-09-01,183.4
1998-10-01,184
1998-11-01,184.5
1998-12-01,185
1999-01-01,185.1
1999-02-01,185.3
1999-03-01,185.7
1999-04-01,186.3
1999-05-01,186.6
1999-06-01,187
1999-07-01,187.5
1999-08-01,187.8
1999-09-01,188.4
1999-10-01,188.6
1999-11-01,189.2
1999-12-01,189.5
2000-01-01,190.6
2000-02-01,190.9
2000-03-01,191.6
2000-04-01,191.9
2000-05-01,192.4
2000-06-01,193.1
2000-07-01,193.6
2000-08-01,194.1
2000-09-01,194.7
2000-10-01,195.3
2000-11-01,195.8
2000-12-01,196.1
2001-01-01,196.8
2001-02-01,197.5
2001-03-01,198.3
2001-04-01,198.8
2001-05-01,199.6
2001-06-01,200.5
2001-07-01,200.9
2001-08-01,201.8
2001-09-01,202
2001-10-01,202.5
2001-11-01,203.5
2001-12-01,204.3
2002-01-01,205.1
2002-02-01,206
2002-03-01,206.3
2002-04-01,207
2002-05-01,207.4
2002-06-01,207.8
2002-07-01,208.2
2002-08-01,208.9
2002-09-01,209.4
2002-10-01,209.7
2002-11-01,210.4
2002-12-01,210.8
2003-01-01,211.5
2003-02-01,211.6
2003-03-01,211.5
2003-04-01,211.6
2003-05-01,212.6
2003-06-01,212.6
2003-07-01,213.2
2003-08-01,213.6
2003-09-01,214
2003-10-01,214.7
2003-11-01,215.1
2003-12-01,215.5
2004-01-01,215.9
2004-02-01,215.8
2004-03-01,217
2004-04-01,217.8
2004-05-01,218.5
2004-06-01,218.9
2004-07-01,219.3
2004-08-01,219.6
2004-09-01,220.4
2004-10-01,220.7
2004-11-01,220.9
2004-12-01,221.3
2005-01-01,221.7
2005-02-01,222.5
2005-03-01,223.7
2005-04-01,223.7
2005-05-01,223.8
2005-06-01,224
2005-07-01,224.6
2005-08-01,224.9
2005-09-01,224.6
2005-10-01,225.8
2005-11-01,226.5
2005-12-01,227.1
2006-01-01,227.5
2006-02-01,228.3
2006-03-01,229.3
2006-04-01,230.1
2006-05-01,231
2006-06-01,231.9
2006-07-01,232.7
2006-08-01,233.5
2006-09-01,234
2006-10-01,235
2006-11-01,235.8
2006-12-01,236.5
2007-01-01,237.255
2007-02-01,238.107
2007-03-01,238.538
2007-04-01,239.14
2007-05-01,239.637
2007-06-01,240.345
2007-07-01,240.843
2007-08-01,241.45
2007-09-01,242.037
2007-10-01,242.581
2007-11-01,243.305
2007-12-01,243.979
2008-01-01,244.564
2008-02-01,244.926
2008-03-01,245.659
2008-04-01,245.608
2008-05-01,245.902
2008-06-01,246.406
2008-07-01,246.863
2008-08-01,247.208
2008-09-01,247.723
2008-10-01,247.995
2008-11-01,248.486
2008-12-01,248.508
2009-01-01,248.963
2009-02-01,249.087
2009-03-01,249.36
2009-04-01,249.579
2009-05-01,249.643
2009-06-01,249.492
2009-07-01,249.149
2009-08-01,249.519
2009-09-01,249.415
2009-10-01,249.643
2009-11-01,249.211
2009-12-01,249.219
2010-01-01,248.034
2010-02-01,247.997
2010-03-01,247.914
2010-04-01,247.959
2010-05-01,248.128
2010-06-01,248.295
2010-07-01,248.43
2010-08-01,248.43
2010-09-01,248.568
2010-10-01,248.692
2010-11-01,248.993
2010-12-01,249.284
2011-01-01,249.621
2011-02-01,249.924
2011-03-01,250.158
2011-04-01,250.412
2011-05-01,250.66
2011-06-01,251.178
2011-07-01,251.834
2011-08-01,252.329
2011-09-01,252.668
2011-10-01,253.184
2011-11-01,253.619
2011-12-01,254.15
2012-01-01,254.512
2012-02-01,254.951
2012-03-01,255.474
2012-04-01,256.056
2012-05-01,256.451
2012-06-01,256.813
2012-07-01,257.153
2012-08-01,257.647
2012-09-01,258.233
2012-10-01,258.816
2012-11-01,259.216
2012-12-01,259.644
2013-01-01,260.142
2013-02-01,260.719
2013-03-01,261.176
2013-04-01,261.679
2013-05-01,262.263
2013-06-01,262.797
2013-07-01,263.239
2013-08-01,263.86
2013-09-01,264.321
2013-10-01,264.684
2013-11-01,265.496
2013-12-01,266.228
2014-01-01,266.892
2014-02-01,267.481
2014-03-01,268.287
2014-04-01,268.923
2014-05-01,269.715
2014-06-01,270.149
2014-07-01,270.891
2014-08-01,271.493
2014-09-01,272.118
2014-10-01,272.73
2014-11-01,273.436
2014-12-01,273.997
2015-01-01,274.762
2015-02-01,275.47
2015-03-01,276.258
2015-04-01,277.003
2015-05-01,277.524
2015-06-01,278.284
2015-07-01,279.329
2015-08-01,279.921
2015-09-01,280.737
2015-10-01,281.429
2015-11-01,282.129
2015-12-01,282.779
2016-01-01,283.714
2016-02-01,284.502
2016-03-01,285.122
2016-04-01,285.853
2016-05-01,286.855
2016-06-01,287.819
2016-07-01,288.524
2016-08-01,289.367
2016-09-01,290.369
2016-10-01,291.378
2016-11-01,292.227
2016-12-01,293.066
2017-01-01,293.769
2017-02-01,294.543
2017-03-01,295.012
2017-04-01,295.741
2017-05-01,296.461
2017-06-01,297.215
2017-07-01,297.676
2017-08-01,298.904
2017-09-01,299.711
2017-10-01,300.814
2017-11-01,301.43
2017-12-01,302.428
2018-01-01,303.213
2018-02-01,303.784
2018-03-01,304.812
2018-04-01,305.72
2018-05-01,306.808
2018-06-01,307.183
2018-07-01,308.05
2018-08-01,309.004
2018-09-01,309.522
2018-10-01,310.401
2018-11-01,311.247
2018-12-01,312.132
2019-01-01,313.002
2019-02-01,314.063
2019-03-01,315.106
2019-04-01,316.237
2019-05-01,317.093
2019-06-01,317.937
2019-07-01,318.764
2019-08-01,319.362
2019-09-01,320.374
2019-10-01,320.815
2019-11-01,321.567
2019-12-01,322.204
2020-01-01,323.409
2020-02-01,324.501
2020-03-01,324.6
2020-04-01,324.504
2020-05-01,325.22
2020-06-01,325.491
2020-07-01,326.249
2020-08-01,326.693
2020-09-01,326.95
2020-10-01,327.32
2020-11-01,327.683
2020-12-01,328.095
2021-01-01,328.564
2021-02-01,329.217
2021-03-01,330.113
2021-04-01,331.312
2021-05-01,332.389
2021-06-01,333.796
2021-07-01,335.35
2021-08-01,335.901
2021-09-01,337.283
2021-10-01,338.772
2021-11-01,340.36
2021-12-01,341.802
2022-01-01,342.953
2022-02-01,344.88
2022-03-01,346.61
2022-04-01,348.328
2022-05-01,350.489
2022-06-01,352.514
2022-07-01,354.53
2022-08-01,356.91
2022-09-01,359.565
2022-10-01,362.16
2022-11-01,364.48
2022-12-01,367.355
2023-01-01,370.07
2023-02-01,372.869
2023-03-01,374.946
2023-04-01,376.528
2023-05-01,378.622
2023-06-01,380.006
2023-07-01,381.681
2023-08-01,382.782
2023-09-01,385.259
2023-10-01,386.536
2023-11-01,388.266
