"Date","CUSR0000SAF11"
2014-02-01,235.781
2014-03-01,237.055
2014-04-01,237.942
2014-05-01,239.611
2014-06-01,239.682
2014-07-01,240.154
2014-08-01,240.692
2014-09-01,241.328
2014-10-01,241.62
2014-11-01,241.912
2014-12-01,242.893
2015-01-01,242.553
2015-02-01,242.598
2015-03-01,241.633
2015-04-01,241.106
2015-05-01,241.107
2015-06-01,241.922
2015-07-01,242.25
2015-08-01,242.864
2015-09-01,243.198
2015-10-01,243.284
2015-11-01,242.606
2015-12-01,241.88
2016-01-01,241.558
2016-02-01,241.741
2016-03-01,240.414
2016-04-01,240.341
2016-05-01,239.348
2016-06-01,238.763
2016-07-01,238.38
2016-08-01,238.133
2016-09-01,237.88
2016-10-01,237.714
2016-11-01,237.438
2016-12-01,237.147
2017-01-01,237.072
2017-02-01,237.824
2017-03-01,238.387
2017-04-01,238.568
2017-05-01,238.893
2017-06-01,238.494
2017-07-01,238.904
2017-08-01,238.804
2017-09-01,238.852
2017-10-01,239.02
2017-11-01,238.94
2017-12-01,239.371
2018-01-01,239.854
2018-02-01,239.187
2018-03-01,239.149
2018-04-01,239.541
2018-05-01,238.884
2018-06-01,239.048
2018-07-01,239.565
2018-08-01,239.795
2018-09-01,239.967
2018-10-01,239.558
2018-11-01,240.227
2018-12-01,241.137
2019-01-01,241.55
2019-02-01,242.172
2019-03-01,242.543
2019-04-01,241.291
2019-05-01,241.668
2019-06-01,241.156
2019-07-01,240.962
2019-08-01,240.861
2019-09-01,241.353
2019-10-01,241.98
2019-11-01,242.683
2019-12-01,242.996
2020-01-01,243.483
2020-02-01,244.318
2020-03-01,245.215
2020-04-01,251.117
2020-05-01,253.264
2020-06-01,254.596
2020-07-01,251.944
2020-08-01,251.946
2020-09-01,251.088
2020-10-01,251.517
2020-11-01,251.448
2020-12-01,252.655
2021-01-01,252.669
2021-02-01,253.144
2021-03-01,253.377
2021-04-01,254.154
2021-05-01,254.891
2021-06-01,256.863
2021-07-01,258.23
2021-08-01,259.294
2021-09-01,262.302
2021-10-01,264.978
2021-11-01,267.504
2021-12-01,269.199
2022-01-01,271.541
2022-02-01,275.172
2022-03-01,278.86
2022-04-01,281.495
2022-05-01,285.205
2022-06-01,288.166
2022-07-01,291.962
2022-08-01,294.298
2022-09-01,296.28
2022-10-01,297.831
2022-11-01,299.563
2022-12-01,301.028
2023-01-01,302.284
2023-02-01,303.046
2023-03-01,302.12
2023-04-01,301.613
2023-05-01,301.774
2023-06-01,301.626
2023-07-01,302.452
2023-08-01,303.012
2023-09-01,303.443
2023-10-01,304.22
2023-11-01,304.544
