"Date","CWUR0000SAF112"
1979-06-01,90.9
1979-07-01,90.7
1979-08-01,87.4
1979-09-01,87.7
1979-10-01,87.4
1979-11-01,87.5
1979-12-01,89.5
1980-01-01,90.4
1980-02-01,89.9
1980-03-01,90.2
1980-04-01,89.1
1980-05-01,87.8
1980-06-01,87.7
1980-07-01,89.8
1980-08-01,93
1980-09-01,95.6
1980-10-01,95.8
1980-11-01,96.7
1980-12-01,97
1981-01-01,96.7
1981-02-01,95.7
1981-03-01,95.1
1981-04-01,94
1981-05-01,93.7
1981-06-01,94.5
1981-07-01,96.7
1981-08-01,97.2
1981-09-01,98
1981-10-01,97.4
1981-11-01,96.6
1981-12-01,96.3
1982-01-01,96.4
1982-02-01,97.6
1982-03-01,97.6
1982-04-01,98.1
1982-05-01,99.2
1982-06-01,101.1
1982-07-01,102.1
1982-08-01,100.9
1982-09-01,101.9
1982-10-01,100.8
1982-11-01,100.3
1982-12-01,99.5
1983-01-01,100
1983-02-01,100.4
1983-03-01,100.4
1983-04-01,100.4
1983-05-01,100.3
1983-06-01,99.4
1983-07-01,99
1983-08-01,98.3
1983-09-01,98.3
1983-10-01,97.6
1983-11-01,97.4
1983-12-01,98.4
1984-01-01,102.1
1984-02-01,103.6
1984-03-01,102.4
1984-04-01,102.7
1984-05-01,101.2
1984-06-01,100.2
1984-07-01,100.4
1984-08-01,100.9
1984-09-01,100.5
1984-10-01,100
1984-11-01,99.6
1984-12-01,100.9
1985-01-01,101.2
1985-02-01,101.3
1985-03-01,101.1
1985-04-01,100
1985-05-01,98.6
1985-06-01,98.7
1985-07-01,98.8
1985-08-01,98.5
1985-09-01,98.9
1985-10-01,99.1
1985-11-01,101
1985-12-01,102.4
1986-01-01,103
1986-02-01,101.9
1986-03-01,101.7
1986-04-01,100.3
1986-05-01,99.9
1986-06-01,100.5
1986-07-01,104.3
1986-08-01,107.4
1986-09-01,108.1
1986-10-01,108.2
1986-11-01,108.7
1986-12-01,109
1987-01-01,109.8
1987-02-01,108.7
1987-03-01,108.7
1987-04-01,108.5
1987-05-01,109.5
1987-06-01,110.4
1987-07-01,111.3
1987-08-01,111.8
1987-09-01,112.7
1987-10-01,112
1987-11-01,111.2
1987-12-01,110.1
1988-01-01,110.8
1988-02-01,110.5
1988-03-01,111.1
1988-04-01,111.4
1988-05-01,112
1988-06-01,114.5
1988-07-01,116.3
1988-08-01,117.1
1988-09-01,117.3
1988-10-01,116.6
1988-11-01,116.1
1988-12-01,115.8
1989-01-01,118.3
1989-02-01,118
1989-03-01,120.3
1989-04-01,120.4
1989-05-01,120.5
1989-06-01,121.2
1989-07-01,121.5
1989-08-01,122.1
1989-09-01,122.7
1989-10-01,122.2
1989-11-01,122.9
1989-12-01,123.8
1990-01-01,126.7
1990-02-01,126.6
1990-03-01,127.8
1990-04-01,128.1
1990-05-01,127.8
1990-06-01,130
1990-07-01,130.5
1990-08-01,131.2
1990-09-01,131.9
1990-10-01,132.5
1990-11-01,133.3
1990-12-01,133.6
1991-01-01,134.7
1991-02-01,133.3
1991-03-01,134
1991-04-01,133
1991-05-01,132.8
1991-06-01,132.5
1991-07-01,132.6
1991-08-01,132.7
1991-09-01,131.9
1991-10-01,131.4
1991-11-01,131.4
1991-12-01,131.5
1992-01-01,130.9
1992-02-01,130.2
1992-03-01,130.6
1992-04-01,130.2
1992-05-01,130.1
1992-06-01,130.2
1992-07-01,130.2
1992-08-01,130.7
1992-09-01,131.6
1992-10-01,131.4
1992-11-01,131.8
1992-12-01,132.1
1993-01-01,133.4
1993-02-01,133.1
1993-03-01,134.4
1993-04-01,135.4
1993-05-01,135
1993-06-01,135.3
1993-07-01,135.5
1993-08-01,135.9
1993-09-01,135.8
1993-10-01,136.5
1993-11-01,137.2
1993-12-01,136.9
1994-01-01,137.7
1994-02-01,137.2
1994-03-01,137.8
1994-04-01,137.4
1994-05-01,137
1994-06-01,137
1994-07-01,136.4
1994-08-01,136.9
1994-09-01,137.2
1994-10-01,136.6
1994-11-01,136.7
1994-12-01,136
1995-01-01,137.1
1995-02-01,137.4
1995-03-01,138.1
1995-04-01,137.3
1995-05-01,136.9
1995-06-01,136.6
1995-07-01,137
1995-08-01,138.3
1995-09-01,139.2
1995-10-01,140.5
1995-11-01,141.3
1995-12-01,141.7
1996-01-01,142.5
1996-02-01,142.1
1996-03-01,142.3
1996-04-01,141.5
1996-05-01,140.8
1996-06-01,142.7
1996-07-01,143.6
1996-08-01,145.3
1996-09-01,146.8
1996-10-01,147.5
1996-11-01,148.6
1996-12-01,149.8
1997-01-01,149.3
1997-02-01,148.4
1997-03-01,147.4
1997-04-01,147.3
1997-05-01,147.4
1997-06-01,147.5
1997-07-01,148
1997-08-01,148.8
1997-09-01,148.7
1997-10-01,148.5
1997-11-01,149
1997-12-01,148
1998-01-01,148
1998-02-01,147.2
1998-03-01,146.9
1998-04-01,146
1998-05-01,145.8
1998-06-01,145.9
1998-07-01,146.6
1998-08-01,147.9
1998-09-01,147.1
1998-10-01,147.5
1998-11-01,147.6
1998-12-01,146.9
1999-01-01,146
1999-02-01,146.7
1999-03-01,146.4
1999-04-01,146.3
1999-05-01,146.1
1999-06-01,146.9
1999-07-01,146.8
1999-08-01,148.2
1999-09-01,148.9
1999-10-01,148.8
1999-11-01,150.1
1999-12-01,149.4
2000-01-01,149.8
2000-02-01,150.8
2000-03-01,152
2000-04-01,152.5
2000-05-01,153.5
2000-06-01,154.6
2000-07-01,155.4
2000-08-01,156.5
2000-09-01,156.6
2000-10-01,156.4
2000-11-01,155.3
2000-12-01,156.3
2001-01-01,157.9
2001-02-01,159.2
2001-03-01,160
2001-04-01,160.7
2001-05-01,160.6
2001-06-01,161.4
2001-07-01,162.1
2001-08-01,162
2001-09-01,162.3
2001-10-01,163.2
2001-11-01,162.6
2001-12-01,161.8
2002-01-01,162
2002-02-01,161.6
2002-03-01,162.7
2002-04-01,162.1
2002-05-01,162.1
2002-06-01,161.8
2002-07-01,162.2
2002-08-01,162
2002-09-01,161.5
2002-10-01,161.2
2002-11-01,162.1
2002-12-01,162.3
2003-01-01,161.5
2003-02-01,164.5
2003-03-01,164.8
2003-04-01,165.2
2003-05-01,164.6
2003-06-01,167
2003-07-01,168.2
2003-08-01,169.5
2003-09-01,170.9
2003-10-01,173.8
2003-11-01,179.2
2003-12-01,181
2004-01-01,179.9
2004-02-01,179.7
2004-03-01,179.6
2004-04-01,179.1
2004-05-01,181.1
2004-06-01,182.4
2004-07-01,183.7
2004-08-01,183.7
2004-09-01,183.4
2004-10-01,183
2004-11-01,182.4
2004-12-01,183.2
2005-01-01,183.4
2005-02-01,183.9
2005-03-01,184.3
2005-04-01,184.5
2005-05-01,184.9
2005-06-01,185.2
2005-07-01,184.6
2005-08-01,184.5
2005-09-01,185.1
2005-10-01,184.5
2005-11-01,185.8
2005-12-01,185.6
2006-01-01,185.4
2006-02-01,185.1
2006-03-01,185.8
2006-04-01,185.1
2006-05-01,184.4
2006-06-01,185.4
2006-07-01,184.7
2006-08-01,186.7
2006-09-01,187.5
2006-10-01,187.5
2006-11-01,188
2006-12-01,188
2007-01-01,189.119
2007-02-01,189.996
2007-03-01,192.013
2007-04-01,193.089
2007-05-01,195.331
2007-06-01,196.66
2007-07-01,196.323
2007-08-01,196.844
2007-09-01,197.98
2007-10-01,198.146
2007-11-01,198.325
2007-12-01,198.489
2008-01-01,199.686
2008-02-01,199.141
2008-03-01,199.484
2008-04-01,200.285
2008-05-01,200.501
2008-06-01,202.424
2008-07-01,204.557
2008-08-01,207.211
2008-09-01,209.515
2008-10-01,210.314
2008-11-01,209.297
2008-12-01,208.639
2009-01-01,208.161
2009-02-01,207.656
2009-03-01,206.094
2009-04-01,205.527
2009-05-01,203.409
2009-06-01,203.503
2009-07-01,201.261
2009-08-01,202.483
2009-09-01,201.087
2009-10-01,200.21
2009-11-01,200.709
2009-12-01,200.623
2010-01-01,201.411
2010-02-01,202.139
2010-03-01,202.54
2010-04-01,204.878
2010-05-01,205.228
2010-06-01,207.883
2010-07-01,208.784
2010-08-01,208.676
2010-09-01,211.109
2010-10-01,211.978
2010-11-01,212.693
2010-12-01,211.858
2011-01-01,214.127
2011-02-01,216.062
2011-03-01,218.848
2011-04-01,220.753
2011-05-01,223.356
2011-06-01,223.25
2011-07-01,224.421
2011-08-01,225.682
2011-09-01,227.285
2011-10-01,228.019
2011-11-01,227.643
2011-12-01,228.845
2012-01-01,229.739
2012-02-01,228.787
2012-03-01,230.423
2012-04-01,230.749
2012-05-01,229.207
2012-06-01,230.521
2012-07-01,231.276
2012-08-01,232.479
2012-09-01,231.513
2012-10-01,232.762
2012-11-01,232.204
2012-12-01,232.186
2013-01-01,232.427
2013-02-01,233.116
2013-03-01,233.167
2013-04-01,234.049
2013-05-01,233.29
2013-06-01,235
2013-07-01,235.527
2013-08-01,237.31
2013-09-01,238.126
2013-10-01,239.505
2013-11-01,238.638
2013-12-01,238.792
2014-01-01,239.592
2014-02-01,241.854
2014-03-01,245.109
2014-04-01,249.183
2014-05-01,251.554
2014-06-01,252.47
2014-07-01,253.334
2014-08-01,258.286
2014-09-01,260.796
2014-10-01,259.959
2014-11-01,260.651
2014-12-01,261.393
2015-01-01,261.205
2015-02-01,261.131
2015-03-01,260.256
2015-04-01,259.148
2015-05-01,257.259
2015-06-01,261.464
2015-07-01,261.962
2015-08-01,263.825
2015-09-01,263.429
2015-10-01,261.721
2015-11-01,259.407
2015-12-01,255.597
2016-01-01,251.84
2016-02-01,251.607
2016-03-01,251.26
2016-04-01,251.216
2016-05-01,249.244
2016-06-01,248.372
2016-07-01,247.272
2016-08-01,246.833
2016-09-01,247.145
2016-10-01,245.198
2016-11-01,244.064
2016-12-01,241.972
2017-01-01,242.632
2017-02-01,243.144
2017-03-01,244.352
2017-04-01,243.437
2017-05-01,244.066
2017-06-01,246.279
2017-07-01,248.293
2017-08-01,248.513
2017-09-01,248.361
2017-10-01,249.056
2017-11-01,247.552
2017-12-01,249.084
2018-01-01,247.915
2018-02-01,247.703
2018-03-01,250.031
2018-04-01,252.436
2018-05-01,249.852
2018-06-01,249.06
2018-07-01,250.563
2018-08-01,251.342
2018-09-01,249.509
2018-10-01,248.538
2018-11-01,248.293
2018-12-01,247.985
2019-01-01,248.602
2019-02-01,249.038
2019-03-01,249.462
2019-04-01,249.697
2019-05-01,250.466
2019-06-01,249.71
2019-07-01,250.517
2019-08-01,249.704
2019-09-01,250.086
2019-10-01,250.738
2019-11-01,250.667
2019-12-01,253.139
2020-01-01,253.157
2020-02-01,253.471
2020-03-01,254.787
2020-04-01,266.055
2020-05-01,275.888
2020-06-01,281.122
2020-07-01,271.203
2020-08-01,267.17
2020-09-01,265.239
2020-10-01,265.817
2020-11-01,265.21
2020-12-01,264.514
2021-01-01,265.786
2021-02-01,266.739
2021-03-01,268.723
2021-04-01,271.684
2021-05-01,276.071
2021-06-01,283.151
2021-07-01,287.479
2021-08-01,288.595
2021-09-01,293.634
2021-10-01,298.011
2021-11-01,299.748
2021-12-01,298.045
2022-01-01,298.729
2022-02-01,301.391
2022-03-01,305.538
2022-04-01,310.828
2022-05-01,315.209
2022-06-01,316.42
2022-07-01,318.536
2022-08-01,319.205
2022-09-01,319.83
2022-10-01,321.558
2022-11-01,319.86
2022-12-01,321.007
2023-01-01,322.66
2023-02-01,321.656
2023-03-01,318.347
2023-04-01,319.266
2023-05-01,316.312
2023-06-01,316.309
2023-07-01,318.38
2023-08-01,319.883
2023-09-01,320.839
2023-10-01,323.313
2023-11-01,320.762
