"Date","CPIULFSL"
1961-01-01,29.8
1961-02-01,29.9
1961-03-01,29.9
1961-04-01,29.8
1961-05-01,29.9
1961-06-01,30
1961-07-01,30
1961-08-01,30
1961-09-01,30.1
1961-10-01,30.1
1961-11-01,30.1
1961-12-01,30.1
1962-01-01,30.2
1962-02-01,30.2
1962-03-01,30.3
1962-04-01,30.3
1962-05-01,30.4
1962-06-01,30.4
1962-07-01,30.4
1962-08-01,30.4
1962-09-01,30.5
1962-10-01,30.5
1962-11-01,30.5
1962-12-01,30.5
1963-01-01,30.5
1963-02-01,30.5
1963-03-01,30.6
1963-04-01,30.6
1963-05-01,30.6
1963-06-01,30.7
1963-07-01,30.8
1963-08-01,30.8
1963-09-01,30.8
1963-10-01,30.9
1963-11-01,30.9
1963-12-01,31
1964-01-01,31
1964-02-01,31
1964-03-01,31.1
1964-04-01,31.1
1964-05-01,31.1
1964-06-01,31.1
1964-07-01,31.2
1964-08-01,31.2
1964-09-01,31.2
1964-10-01,31.2
1964-11-01,31.3
1964-12-01,31.3
1965-01-01,31.4
1965-02-01,31.4
1965-03-01,31.5
1965-04-01,31.5
1965-05-01,31.5
1965-06-01,31.5
1965-07-01,31.5
1965-08-01,31.5
1965-09-01,31.6
1965-10-01,31.7
1965-11-01,31.7
1965-12-01,31.8
1966-01-01,31.8
1966-02-01,31.9
1966-03-01,31.9
1966-04-01,32.1
1966-05-01,32.2
1966-06-01,32.3
1966-07-01,32.4
1966-08-01,32.5
1966-09-01,32.5
1966-10-01,32.7
1966-11-01,32.8
1966-12-01,32.8
1967-01-01,32.9
1967-02-01,33
1967-03-01,33
1967-04-01,33.1
1967-05-01,33.2
1967-06-01,33.3
1967-07-01,33.4
1967-08-01,33.5
1967-09-01,33.7
1967-10-01,33.8
1967-11-01,33.9
1967-12-01,34
1968-01-01,34.2
1968-02-01,34.3
1968-03-01,34.4
1968-04-01,34.5
1968-05-01,34.5
1968-06-01,34.8
1968-07-01,34.9
1968-08-01,35.1
1968-09-01,35.2
1968-10-01,35.3
1968-11-01,35.5
1968-12-01,35.6
1969-01-01,35.8
1969-02-01,36
1969-03-01,36.3
1969-04-01,36.4
1969-05-01,36.5
1969-06-01,36.7
1969-07-01,36.8
1969-08-01,37
1969-09-01,37.2
1969-10-01,37.3
1969-11-01,37.5
1969-12-01,37.7
1970-01-01,37.9
1970-02-01,38.1
1970-03-01,38.3
1970-04-01,38.6
1970-05-01,38.7
1970-06-01,38.9
1970-07-01,39.1
1970-08-01,39.2
1970-09-01,39.4
1970-10-01,39.7
1970-11-01,39.9
1970-12-01,40.1
1971-01-01,40.3
1971-02-01,40.3
1971-03-01,40.3
1971-04-01,40.4
1971-05-01,40.6
1971-06-01,40.8
1971-07-01,40.9
1971-08-01,41
1971-09-01,41.1
1971-10-01,41.2
1971-11-01,41.3
1971-12-01,41.4
1972-01-01,41.5
1972-02-01,41.6
1972-03-01,41.7
1972-04-01,41.7
1972-05-01,41.9
1972-06-01,41.9
1972-07-01,42.1
1972-08-01,42.2
1972-09-01,42.3
1972-10-01,42.4
1972-11-01,42.5
1972-12-01,42.6
1973-01-01,42.7
1973-02-01,42.8
1973-03-01,43
1973-04-01,43.1
1973-05-01,43.3
1973-06-01,43.5
1973-07-01,43.5
1973-08-01,43.7
1973-09-01,44
1973-10-01,44.4
1973-11-01,44.7
1973-12-01,45
1974-01-01,45.4
1974-02-01,45.8
1974-03-01,46.3
1974-04-01,46.7
1974-05-01,47.2
1974-06-01,47.7
1974-07-01,48.2
1974-08-01,48.8
1974-09-01,49.3
1974-10-01,49.7
1974-11-01,50.1
1974-12-01,50.5
1975-01-01,50.9
1975-02-01,51.2
1975-03-01,51.5
1975-04-01,51.8
1975-05-01,51.9
1975-06-01,52.2
1975-07-01,52.6
1975-08-01,52.8
1975-09-01,53.2
1975-10-01,53.5
1975-11-01,53.9
1975-12-01,54.2
1976-01-01,54.5
1976-02-01,54.7
1976-03-01,55
1976-04-01,55.2
1976-05-01,55.4
1976-06-01,55.7
1976-07-01,56
1976-08-01,56.3
1976-09-01,56.7
1976-10-01,57
1976-11-01,57.3
1976-12-01,57.6
1977-01-01,58
1977-02-01,58.3
1977-03-01,58.6
1977-04-01,58.9
1977-05-01,59.1
1977-06-01,59.4
1977-07-01,59.8
1977-08-01,60
1977-09-01,60.3
1977-10-01,60.6
1977-11-01,60.9
1977-12-01,61.2
1978-01-01,61.6
1978-02-01,61.8
1978-03-01,62.2
1978-04-01,62.6
1978-05-01,63
1978-06-01,63.5
1978-07-01,64
1978-08-01,64.4
1978-09-01,65
1978-10-01,65.6
1978-11-01,66.1
1978-12-01,66.4
1979-01-01,66.8
1979-02-01,67.4
1979-03-01,68.1
1979-04-01,68.9
1979-05-01,69.8
1979-06-01,70.6
1979-07-01,71.5
1979-08-01,72.4
1979-09-01,73.1
1979-10-01,73.9
1979-11-01,74.8
1979-12-01,75.7
1980-01-01,76.9
1980-02-01,78
1980-03-01,79.3
1980-04-01,80.1
1980-05-01,80.9
1980-06-01,81.8
1980-07-01,81.7
1980-08-01,82.1
1980-09-01,82.8
1980-10-01,83.7
1980-11-01,84.5
1980-12-01,85.4
1981-01-01,86.2
1981-02-01,87.1
1981-03-01,87.8
1981-04-01,88.3
1981-05-01,89.1
1981-06-01,89.8
1981-07-01,90.9
1981-08-01,91.7
1981-09-01,92.7
1981-10-01,93
1981-11-01,93.5
1981-12-01,93.8
1982-01-01,94.1
1982-02-01,94.3
1982-03-01,94.3
1982-04-01,94.6
1982-05-01,95.5
1982-06-01,96.7
1982-07-01,97.2
1982-08-01,97.5
1982-09-01,97.5
1982-10-01,97.9
1982-11-01,97.9
1982-12-01,97.5
1983-01-01,97.9
1983-02-01,97.9
1983-03-01,97.9
1983-04-01,98.7
1983-05-01,99.1
1983-06-01,99.4
1983-07-01,99.9
1983-08-01,100.3
1983-09-01,100.6
1983-10-01,100.9
1983-11-01,101.3
1983-12-01,101.5
1984-01-01,102
1984-02-01,102.5
1984-03-01,102.8
1984-04-01,103.3
1984-05-01,103.6
1984-06-01,103.8
1984-07-01,104.2
1984-08-01,104.5
1984-09-01,104.9
1984-10-01,105.3
1984-11-01,105.5
1984-12-01,105.6
1985-01-01,105.9
1985-02-01,106.5
1985-03-01,107
1985-04-01,107.3
1985-05-01,107.6
1985-06-01,107.9
1985-07-01,108.2
1985-08-01,108.3
1985-09-01,108.6
1985-10-01,109
1985-11-01,109.6
1985-12-01,109.9
1986-01-01,110.4
1986-02-01,110.1
1986-03-01,109.4
1986-04-01,108.9
1986-05-01,109.1
1986-06-01,109.6
1986-07-01,109.4
1986-08-01,109.4
1986-09-01,109.9
1986-10-01,110
1986-11-01,110.2
1986-12-01,110.5
1987-01-01,111.3
1987-02-01,111.8
1987-03-01,112.1
1987-04-01,112.7
1987-05-01,113
1987-06-01,113.4
1987-07-01,113.7
1987-08-01,114.3
1987-09-01,114.7
1987-10-01,115.1
1987-11-01,115.5
1987-12-01,115.7
1988-01-01,116
1988-02-01,116.2
1988-03-01,116.7
1988-04-01,117.3
1988-05-01,117.6
1988-06-01,118
1988-07-01,118.5
1988-08-01,118.8
1988-09-01,119.4
1988-10-01,119.8
1988-11-01,120.2
1988-12-01,120.6
1989-01-01,121.1
1989-02-01,121.4
1989-03-01,122
1989-04-01,122.9
1989-05-01,123.5
1989-06-01,123.8
1989-07-01,124.2
1989-08-01,124.3
1989-09-01,124.5
1989-10-01,125.2
1989-11-01,125.5
1989-12-01,126
1990-01-01,127
1990-02-01,127.4
1990-03-01,128.1
1990-04-01,128.5
1990-05-01,128.7
1990-06-01,129.4
1990-07-01,130
1990-08-01,131.2
1990-09-01,132.3
1990-10-01,133.2
1990-11-01,133.6
1990-12-01,134.1
1991-01-01,134.6
1991-02-01,134.7
1991-03-01,134.7
1991-04-01,134.9
1991-05-01,135.4
1991-06-01,135.7
1991-07-01,136.1
1991-08-01,136.6
1991-09-01,137.1
1991-10-01,137.4
1991-11-01,138
1991-12-01,138.5
1992-01-01,138.6
1992-02-01,138.9
1992-03-01,139.3
1992-04-01,139.7
1992-05-01,140.1
1992-06-01,140.6
1992-07-01,141
1992-08-01,141.3
1992-09-01,141.5
1992-10-01,142.2
1992-11-01,142.7
1992-12-01,143
1993-01-01,143.4
1993-02-01,143.7
1993-03-01,144
1993-04-01,144.5
1993-05-01,144.8
1993-06-01,145
1993-07-01,145.2
1993-08-01,145.5
1993-09-01,145.6
1993-10-01,146.3
1993-11-01,146.6
1993-12-01,146.9
1994-01-01,147
1994-02-01,147.4
1994-03-01,147.8
1994-04-01,148
1994-05-01,148.2
1994-06-01,148.7
1994-07-01,149.1
1994-08-01,149.7
1994-09-01,150
1994-10-01,150.2
1994-11-01,150.6
1994-12-01,150.7
1995-01-01,151.2
1995-02-01,151.6
1995-03-01,152
1995-04-01,152.4
1995-05-01,152.8
1995-06-01,153.2
1995-07-01,153.3
1995-08-01,153.6
1995-09-01,153.8
1995-10-01,154.3
1995-11-01,154.4
1995-12-01,154.7
1996-01-01,155.5
1996-02-01,155.8
1996-03-01,156.3
1996-04-01,156.8
1996-05-01,157.3
1996-06-01,157.3
1996-07-01,157.6
1996-08-01,157.8
1996-09-01,158.3
1996-10-01,158.6
1996-11-01,159.1
1996-12-01,159.6
1997-01-01,160
1997-02-01,160.3
1997-03-01,160.4
1997-04-01,160.5
1997-05-01,160.5
1997-06-01,160.8
1997-07-01,161
1997-08-01,161.3
1997-09-01,161.8
1997-10-01,162.1
1997-11-01,162.2
1997-12-01,162.4
1998-01-01,162.4
1998-02-01,162.4
1998-03-01,162.4
1998-04-01,162.6
1998-05-01,163.1
1998-06-01,163.3
1998-07-01,163.6
1998-08-01,163.9
1998-09-01,163.9
1998-10-01,164.2
1998-11-01,164.4
1998-12-01,164.8
1999-01-01,165
1999-02-01,164.9
1999-03-01,165.1
1999-04-01,166.3
1999-05-01,166.4
1999-06-01,166.5
1999-07-01,167.1
1999-08-01,167.6
1999-09-01,168.4
1999-10-01,168.7
1999-11-01,168.9
1999-12-01,169.4
2000-01-01,170
2000-02-01,170.7
2000-03-01,171.8
2000-04-01,171.7
2000-05-01,171.9
2000-06-01,173.1
2000-07-01,173.5
2000-08-01,173.4
2000-09-01,174.5
2000-10-01,174.7
2000-11-01,175.1
2000-12-01,175.4
2001-01-01,176.6
2001-02-01,176.8
2001-03-01,176.9
2001-04-01,177.2
2001-05-01,178.2
2001-06-01,178.6
2001-07-01,178.1
2001-08-01,178.1
2001-09-01,178.8
2001-10-01,178.1
2001-11-01,178
2001-12-01,177.8
2002-01-01,178.1
2002-02-01,178.4
2002-03-01,178.9
2002-04-01,179.8
2002-05-01,180.1
2002-06-01,180.3
2002-07-01,180.7
2002-08-01,181.3
2002-09-01,181.5
2002-10-01,182
2002-11-01,182.3
2002-12-01,182.6
2003-01-01,183.6
2003-02-01,184.5
2003-03-01,184.8
2003-04-01,184
2003-05-01,183.6
2003-06-01,183.7
2003-07-01,184.3
2003-08-01,185.1
2003-09-01,185.8
2003-10-01,185.5
2003-11-01,185.4
2003-12-01,185.8
2004-01-01,186.8
2004-02-01,187.2
2004-03-01,187.6
2004-04-01,187.8
2004-05-01,188.6
2004-06-01,189.3
2004-07-01,189.4
2004-08-01,189.6
2004-09-01,190.3
2004-10-01,191.3
2004-11-01,192.3
2004-12-01,192.3
2005-01-01,192.1
2005-02-01,193
2005-03-01,193.8
2005-04-01,194.3
2005-05-01,194.1
2005-06-01,194.3
2005-07-01,195.6
2005-08-01,197
2005-09-01,200
2005-10-01,200.3
2005-11-01,199.1
2005-12-01,199
2006-01-01,200.3
2006-02-01,200.3
2006-03-01,200.7
2006-04-01,201.9
2006-05-01,202.6
2006-06-01,203
2006-07-01,204.2
2006-08-01,205.1
2006-09-01,203.9
2006-10-01,202.8
2006-11-01,202.9
2006-12-01,204.1
2007-01-01,204.297
2007-02-01,204.992
2007-03-01,206.114
2007-04-01,206.747
2007-05-01,207.609
2007-06-01,208.032
2007-07-01,208.349
2007-08-01,208.295
2007-09-01,209.157
2007-10-01,209.799
2007-11-01,211.575
2007-12-01,212.225
2008-01-01,212.866
2008-02-01,213.336
2008-03-01,214.153
2008-04-01,214.432
2008-05-01,215.76
2008-06-01,218.168
2008-07-01,219.632
2008-08-01,219.074
2008-09-01,219.09
2008-10-01,216.751
2008-11-01,212.215
2008-12-01,210.172
2009-01-01,210.769
2009-02-01,211.713
2009-03-01,211.541
2009-04-01,211.845
2009-05-01,212.268
2009-06-01,214.326
2009-07-01,214.321
2009-08-01,215.159
2009-09-01,215.663
2009-10-01,216.385
2009-11-01,217.207
2009-12-01,217.286
2010-01-01,217.351
2010-02-01,217.101
2010-03-01,217.115
2010-04-01,217.138
2010-05-01,216.988
2010-06-01,216.89
2010-07-01,217.369
2010-08-01,217.698
2010-09-01,217.988
2010-10-01,218.821
2010-11-01,219.397
2010-12-01,220.376
2011-01-01,221.006
2011-02-01,221.665
2011-03-01,222.725
2011-04-01,223.802
2011-05-01,224.49
2011-06-01,224.4
2011-07-01,224.929
2011-08-01,225.571
2011-09-01,225.974
2011-10-01,226.116
2011-11-01,226.567
2011-12-01,226.561
2012-01-01,227.18
2012-02-01,227.758
2012-03-01,228.24
2012-04-01,228.609
2012-05-01,228.028
2012-06-01,227.734
2012-07-01,227.784
2012-08-01,229.264
2012-09-01,230.513
2012-10-01,231.165
2012-11-01,230.647
2012-12-01,230.546
2013-01-01,231.023
2013-02-01,232.489
2013-03-01,231.692
2013-04-01,231.056
2013-05-01,231.2
2013-06-01,231.757
2013-07-01,232.252
2013-08-01,232.856
2013-09-01,232.947
2013-10-01,233.055
2013-11-01,233.524
2013-12-01,234.205
2014-01-01,234.808
2014-02-01,234.964
2014-03-01,235.357
2014-04-01,235.742
2014-05-01,236.079
2014-06-01,236.403
2014-07-01,236.619
2014-08-01,236.488
2014-09-01,236.4
2014-10-01,236.284
2014-11-01,235.684
2014-12-01,234.705
2015-01-01,232.969
2015-02-01,233.611
2015-03-01,234.411
2015-04-01,234.707
2015-05-01,235.571
2015-06-01,236.22
2015-07-01,236.623
2015-08-01,236.529
2015-09-01,235.792
2015-10-01,236.022
2015-11-01,236.388
2015-12-01,236.141
2016-01-01,235.989
2016-02-01,235.585
2016-03-01,236.534
2016-04-01,237.554
2016-05-01,238.265
2016-06-01,239.059
2016-07-01,238.924
2016-08-01,239.423
2016-09-01,240.147
2016-10-01,240.792
2016-11-01,241.133
2016-12-01,241.84
2017-01-01,242.92
2017-02-01,243.265
2017-03-01,243.054
2017-04-01,243.348
2017-05-01,243.071
2017-06-01,243.287
2017-07-01,243.314
2017-08-01,244.355
2017-09-01,245.745
2017-10-01,245.932
2017-11-01,246.668
2017-12-01,247.19
2018-01-01,248.301
2018-02-01,249.089
2018-03-01,249.128
2018-04-01,249.801
2018-05-01,250.452
2018-06-01,250.666
2018-07-01,250.826
2018-08-01,251.291
2018-09-01,251.834
2018-10-01,252.534
2018-11-01,252.22
2018-12-01,252.27
2019-01-01,252.117
2019-02-01,252.695
2019-03-01,253.644
2019-04-01,254.858
2019-05-01,254.878
2019-06-01,254.715
2019-07-01,255.301
2019-08-01,255.702
2019-09-01,256.132
2019-10-01,256.888
2019-11-01,257.44
2019-12-01,258.297
2020-01-01,258.675
2020-02-01,258.8
2020-03-01,257.387
2020-04-01,254.457
2020-05-01,253.929
2020-06-01,255.003
2020-07-01,256.657
2020-08-01,257.916
2020-09-01,258.606
2020-10-01,258.811
2020-11-01,259.405
2020-12-01,260.636
2021-01-01,261.281
2021-02-01,262.37
2021-03-01,263.804
2021-04-01,265.705
2021-05-01,267.584
2021-06-01,269.71
2021-07-01,270.825
2021-08-01,271.923
2021-09-01,272.876
2021-10-01,275.347
2021-11-01,277.525
2021-12-01,279.766
2022-01-01,281.367
2022-02-01,283.249
2022-03-01,286.134
2022-04-01,287.088
2022-05-01,289.652
2022-06-01,293.175
2022-07-01,292.569
2022-08-01,292.985
2022-09-01,294.025
2022-10-01,295.372
2022-11-01,295.813
2022-12-01,296.052
2023-01-01,297.585
2023-02-01,298.677
2023-03-01,298.854
2023-04-01,300.113
2023-05-01,300.448
2023-06-01,301.025
2023-07-01,301.495
2023-08-01,303.579
2023-09-01,304.857
2023-10-01,304.875
2023-11-01,305.11
