"Date","CUUR0000SA0L5"
1994-06-01,144.5
1994-07-01,144.8
1994-08-01,145.5
1994-09-01,145.8
1994-10-01,145.9
1994-11-01,146.1
1994-12-01,146
1995-01-01,146.6
1995-02-01,147.1
1995-03-01,147.6
1995-04-01,148.1
1995-05-01,148.4
1995-06-01,148.7
1995-07-01,148.7
1995-08-01,149
1995-09-01,149.4
1995-10-01,149.8
1995-11-01,149.7
1995-12-01,149.6
1996-01-01,150.4
1996-02-01,150.9
1996-03-01,151.7
1996-04-01,152.3
1996-05-01,152.6
1996-06-01,152.7
1996-07-01,153
1996-08-01,153.2
1996-09-01,153.8
1996-10-01,154.2
1996-11-01,154.5
1996-12-01,154.5
1997-01-01,155
1997-02-01,155.5
1997-03-01,155.9
1997-04-01,156
1997-05-01,155.9
1997-06-01,156.1
1997-07-01,156.3
1997-08-01,156.6
1997-09-01,157.1
1997-10-01,157.4
1997-11-01,157.3
1997-12-01,157
1998-01-01,157.3
1998-02-01,157.5
1998-03-01,157.8
1998-04-01,158.1
1998-05-01,158.4
1998-06-01,158.6
1998-07-01,158.7
1998-08-01,159
1998-09-01,159.2
1998-10-01,159.5
1998-11-01,159.5
1998-12-01,159.4
1999-01-01,159.8
1999-02-01,160
1999-03-01,160.5
1999-04-01,161.6
1999-05-01,161.6
1999-06-01,161.6
1999-07-01,162
1999-08-01,162.5
1999-09-01,163.2
1999-10-01,163.6
1999-11-01,163.6
1999-12-01,163.6
2000-01-01,164.1
2000-02-01,165
2000-03-01,166.4
2000-04-01,166.5
2000-05-01,166.6
2000-06-01,167.6
2000-07-01,167.9
2000-08-01,167.9
2000-09-01,168.8
2000-10-01,169.1
2000-11-01,169.2
2000-12-01,169
2001-01-01,170.1
2001-02-01,170.8
2001-03-01,171.2
2001-04-01,171.8
2001-05-01,172.6
2001-06-01,172.9
2001-07-01,172.3
2001-08-01,172.3
2001-09-01,173
2001-10-01,172.4
2001-11-01,172
2001-12-01,171.3
2002-01-01,171.7
2002-02-01,172.4
2002-03-01,173.3
2002-04-01,174.3
2002-05-01,174.2
2002-06-01,174.4
2002-07-01,174.5
2002-08-01,175
2002-09-01,175.3
2002-10-01,175.6
2002-11-01,175.6
2002-12-01,175.1
2003-01-01,175.9
2003-02-01,177.3
2003-03-01,178.4
2003-04-01,178
2003-05-01,177.7
2003-06-01,177.9
2003-07-01,178
2003-08-01,178.7
2003-09-01,179.2
2003-10-01,179.1
2003-11-01,178.5
2003-12-01,178.2
2004-01-01,179.1
2004-02-01,180.1
2004-03-01,181.3
2004-04-01,181.8
2004-05-01,182.9
2004-06-01,183.5
2004-07-01,183.2
2004-08-01,183.2
2004-09-01,183.6
2004-10-01,184.6
2004-11-01,184.7
2004-12-01,183.9
2005-01-01,184.2
2005-02-01,185.3
2005-03-01,186.8
2005-04-01,188.1
2005-05-01,187.9
2005-06-01,187.9
2005-07-01,188.8
2005-08-01,189.8
2005-09-01,192.3
2005-10-01,192.6
2005-11-01,190.9
2005-12-01,190
2006-01-01,191.6
2006-02-01,191.9
2006-03-01,193
2006-04-01,194.7
2006-05-01,195.6
2006-06-01,196.1
2006-07-01,196.6
2006-08-01,197.1
2006-09-01,196
2006-10-01,194.9
2006-11-01,194.5
2006-12-01,194.8
2007-01-01,195.295
2007-02-01,196.298
2007-03-01,198.179
2007-04-01,199.512
2007-05-01,200.779
2007-06-01,201.178
2007-07-01,201.042
2007-08-01,200.598
2007-09-01,201.159
2007-10-01,201.544
2007-11-01,202.77
2007-12-01,202.6
2008-01-01,203.569
2008-02-01,204.136
2008-03-01,205.992
2008-04-01,207.317
2008-05-01,209.17
2008-06-01,211.408
2008-07-01,212.576
2008-08-01,211.653
2008-09-01,211.321
2008-10-01,209.021
2008-11-01,204.721
2008-12-01,202.442
2009-01-01,203.281
2009-02-01,204.265
2009-03-01,204.766
2009-04-01,205.275
2009-05-01,205.876
2009-06-01,207.764
2009-07-01,207.388
2009-08-01,207.855
2009-09-01,207.949
2009-10-01,208.131
2009-11-01,208.25
2009-12-01,207.86
2010-01-01,208.499
2010-02-01,208.432
2010-03-01,209.301
2010-04-01,209.669
2010-05-01,209.841
2010-06-01,209.605
2010-07-01,209.664
2010-08-01,209.952
2010-09-01,210.001
2010-10-01,210.257
2010-11-01,210.336
2010-12-01,210.712
2011-01-01,211.714
2011-02-01,212.709
2011-03-01,214.907
2011-04-01,216.346
2011-05-01,217.414
2011-06-01,217.158
2011-07-01,217.336
2011-08-01,217.955
2011-09-01,218.281
2011-10-01,217.73
2011-11-01,217.479
2011-12-01,216.875
2012-01-01,217.804
2012-02-01,218.737
2012-03-01,220.483
2012-04-01,221.159
2012-05-01,220.833
2012-06-01,220.416
2012-07-01,219.972
2012-08-01,221.275
2012-09-01,222.301
2012-10-01,222.195
2012-11-01,221.049
2012-12-01,220.408
2013-01-01,221.028
2013-02-01,222.876
2013-03-01,223.465
2013-04-01,223.229
2013-05-01,223.696
2013-06-01,224.216
2013-07-01,224.289
2013-08-01,224.497
2013-09-01,224.731
2013-10-01,224.105
2013-11-01,223.625
2013-12-01,223.631
2014-01-01,224.423
2014-02-01,225.186
2014-03-01,226.73
2014-04-01,227.509
2014-05-01,228.333
2014-06-01,228.773
2014-07-01,228.652
2014-08-01,228.245
2014-09-01,228.397
2014-10-01,227.756
2014-11-01,226.365
2014-12-01,224.921
2015-01-01,223.721
2015-02-01,224.696
2015-03-01,226.093
2015-04-01,226.479
2015-05-01,227.707
2015-06-01,228.612
2015-07-01,228.607
2015-08-01,228.267
2015-09-01,227.849
2015-10-01,227.62
2015-11-01,227.042
2015-12-01,226.213
2016-01-01,226.479
2016-02-01,226.494
2016-03-01,227.545
2016-04-01,228.66
2016-05-01,229.614
2016-06-01,230.399
2016-07-01,229.897
2016-08-01,229.933
2016-09-01,230.502
2016-10-01,230.813
2016-11-01,230.416
2016-12-01,230.494
2017-01-01,231.859
2017-02-01,232.526
2017-03-01,232.732
2017-04-01,233.531
2017-05-01,233.752
2017-06-01,233.945
2017-07-01,233.688
2017-08-01,234.419
2017-09-01,235.793
2017-10-01,235.602
2017-11-01,235.605
2017-12-01,235.426
2018-01-01,236.677
2018-02-01,237.767
2018-03-01,238.305
2018-04-01,239.339
2018-05-01,240.391
2018-06-01,240.756
2018-07-01,240.812
2018-08-01,241.006
2018-09-01,241.287
2018-10-01,241.728
2018-11-01,240.766
2018-12-01,239.9
2019-01-01,240.27
2019-02-01,241.335
2019-03-01,242.776
2019-04-01,244.134
2019-05-01,244.629
2019-06-01,244.653
2019-07-01,245
2019-08-01,244.836
2019-09-01,245.02
2019-10-01,245.418
2019-11-01,245.206
2019-12-01,244.861
2020-01-01,245.789
2020-02-01,246.445
2020-03-01,245.778
2020-04-01,243.907
2020-05-01,243.812
2020-06-01,245.207
2020-07-01,246.479
2020-08-01,247.304
2020-09-01,247.719
2020-10-01,247.916
2020-11-01,247.79
2020-12-01,248.096
2021-01-01,249.098
2021-02-01,250.497
2021-03-01,252.421
2021-04-01,254.703
2021-05-01,256.971
2021-06-01,259.628
2021-07-01,260.938
2021-08-01,261.479
2021-09-01,262.275
2021-10-01,264.53
2021-11-01,265.889
2021-12-01,266.729
2022-01-01,268.947
2022-02-01,271.543
2022-03-01,275.372
2022-04-01,276.967
2022-05-01,280.207
2022-06-01,284.253
2022-07-01,284.084
2022-08-01,283.794
2022-09-01,284.324
2022-10-01,285.69
2022-11-01,285.524
2022-12-01,284.562
2023-01-01,287.019
2023-02-01,288.849
2023-03-01,289.965
2023-04-01,291.585
2023-05-01,292.373
2023-06-01,293.396
2023-07-01,294.037
2023-08-01,295.367
2023-09-01,296.147
2023-10-01,295.963
2023-11-01,295.225
