"Date","CUUR0000SETA02"
1979-05-01,61.5
1979-06-01,62.6
1979-07-01,62.6
1979-08-01,62
1979-09-01,60.8
1979-10-01,59.9
1979-11-01,59.4
1979-12-01,59.4
1980-01-01,59.1
1980-02-01,58.5
1980-03-01,58.5
1980-04-01,58.9
1980-05-01,59.7
1980-06-01,60.1
1980-07-01,60.9
1980-08-01,61.8
1980-09-01,64.3
1980-10-01,66.7
1980-11-01,69.1
1980-12-01,70.2
1981-01-01,70.1
1981-02-01,70.2
1981-03-01,70.5
1981-04-01,71.6
1981-05-01,73.4
1981-06-01,75.7
1981-07-01,77.9
1981-08-01,79.9
1981-09-01,81.7
1981-10-01,83.3
1981-11-01,84.3
1981-12-01,84.4
1982-01-01,84
1982-02-01,83.8
1982-03-01,84.1
1982-04-01,85.4
1982-05-01,87.3
1982-06-01,89.3
1982-07-01,90.6
1982-08-01,91.2
1982-09-01,91.2
1982-10-01,91.8
1982-11-01,93
1982-12-01,93.6
1983-01-01,93.1
1983-02-01,92.6
1983-03-01,92.6
1983-04-01,93.6
1983-05-01,95
1983-06-01,96.6
1983-07-01,98.7
1983-08-01,100.9
1983-09-01,103
1983-10-01,104.9
1983-11-01,106.6
1983-12-01,107.1
1984-01-01,107
1984-02-01,107
1984-03-01,108.5
1984-04-01,110.8
1984-05-01,113.2
1984-06-01,114.4
1984-07-01,114.7
1984-08-01,114.9
1984-09-01,115
1984-10-01,115.2
1984-11-01,114.9
1984-12-01,114.6
1985-01-01,114.6
1985-02-01,115.2
1985-03-01,115.6
1985-04-01,115.7
1985-05-01,115
1985-06-01,113.9
1985-07-01,112.8
1985-08-01,112
1985-09-01,112.1
1985-10-01,112.4
1985-11-01,112.7
1985-12-01,112.5
1986-01-01,112
1986-02-01,111
1986-03-01,110
1986-04-01,109.2
1986-05-01,108.9
1986-06-01,108.6
1986-07-01,107.9
1986-08-01,107.2
1986-09-01,107.7
1986-10-01,108
1986-11-01,108.1
1986-12-01,106.8
1987-01-01,106.2
1987-02-01,106.9
1987-03-01,108.7
1987-04-01,111.3
1987-05-01,113.4
1987-06-01,114.7
1987-07-01,115.4
1987-08-01,115.5
1987-09-01,116
1987-10-01,116.2
1987-11-01,116.5
1987-12-01,116.3
1988-01-01,116
1988-02-01,116
1988-03-01,116.1
1988-04-01,116.6
1988-05-01,117
1988-06-01,117.6
1988-07-01,117.9
1988-08-01,119.2
1988-09-01,119.4
1988-10-01,119.9
1988-11-01,119.7
1988-12-01,120.2
1989-01-01,120.5
1989-02-01,120.5
1989-03-01,120.5
1989-04-01,120.7
1989-05-01,121
1989-06-01,121.3
1989-07-01,121.1
1989-08-01,120.3
1989-09-01,119.8
1989-10-01,119.7
1989-11-01,120.1
1989-12-01,119.7
1990-01-01,118.9
1990-02-01,117.4
1990-03-01,116.6
1990-04-01,116.2
1990-05-01,116.9
1990-06-01,117.6
1990-07-01,118.2
1990-08-01,118.3
1990-09-01,118.3
1990-10-01,118.1
1990-11-01,117.2
1990-12-01,117.1
1991-01-01,116.1
1991-02-01,115.1
1991-03-01,114.4
1991-04-01,115
1991-05-01,117
1991-06-01,118.8
1991-07-01,120.4
1991-08-01,120
1991-09-01,119.8
1991-10-01,120.2
1991-11-01,120.6
1991-12-01,120.1
1992-01-01,117.8
1992-02-01,116.1
1992-03-01,115.7
1992-04-01,117.9
1992-05-01,120.5
1992-06-01,123.1
1992-07-01,124.8
1992-08-01,126.4
1992-09-01,127.7
1992-10-01,129.1
1992-11-01,129.9
1992-12-01,129
1993-01-01,127.4
1993-02-01,126
1993-03-01,126.6
1993-04-01,128.7
1993-05-01,131.5
1993-06-01,134.3
1993-07-01,136.1
1993-08-01,137.5
1993-09-01,138.7
1993-10-01,139.8
1993-11-01,140.7
1993-12-01,139.3
1994-01-01,136.8
1994-02-01,134.1
1994-03-01,133.6
1994-04-01,135.3
1994-05-01,137.9
1994-06-01,140.9
1994-07-01,142.6
1994-08-01,144
1994-09-01,145.4
1994-10-01,147.7
1994-11-01,150.1
1994-12-01,151.5
1995-01-01,152.4
1995-02-01,153.3
1995-03-01,154.8
1995-04-01,156.7
1995-05-01,157.7
1995-06-01,158.3
1995-07-01,157.5
1995-08-01,157
1995-09-01,156.5
1995-10-01,157.2
1995-11-01,157.8
1995-12-01,158.2
1996-01-01,157.9
1996-02-01,157.5
1996-03-01,157.3
1996-04-01,157.4
1996-05-01,157.6
1996-06-01,157.2
1996-07-01,156.9
1996-08-01,156.6
1996-09-01,157
1996-10-01,157
1996-11-01,156.5
1996-12-01,155.6
1997-01-01,154.7
1997-02-01,154.4
1997-03-01,154.4
1997-04-01,154.3
1997-05-01,153.9
1997-06-01,151.8
1997-07-01,149.9
1997-08-01,148.5
1997-09-01,148.2
1997-10-01,147.9
1997-11-01,147.6
1997-12-01,147.9
1998-01-01,148.1
1998-02-01,148.4
1998-03-01,147.3
1998-04-01,148.2
1998-05-01,150
1998-06-01,150.9
1998-07-01,151.3
1998-08-01,151.1
1998-09-01,151.9
1998-10-01,153
1998-11-01,154
1998-12-01,153.1
1999-01-01,150.6
1999-02-01,148.3
1999-03-01,147.4
1999-04-01,148.3
1999-05-01,149.6
1999-06-01,150.9
1999-07-01,152.3
1999-08-01,153.8
1999-09-01,155.7
1999-10-01,156.4
1999-11-01,156.1
1999-12-01,155
2000-01-01,153.9
2000-02-01,153
2000-03-01,153
2000-04-01,154
2000-05-01,155.4
2000-06-01,155.7
2000-07-01,155.3
2000-08-01,155.2
2000-09-01,156.2
2000-10-01,157.9
2000-11-01,159.3
2000-12-01,160.2
2001-01-01,160.4
2001-02-01,160.4
2001-03-01,159.9
2001-04-01,159.7
2001-05-01,159.1
2001-06-01,158.9
2001-07-01,158.3
2001-08-01,158
2001-09-01,157.3
2001-10-01,157.8
2001-11-01,157.4
2001-12-01,157.2
2002-01-01,155.6
2002-02-01,153.9
2002-03-01,152.1
2002-04-01,151.8
2002-05-01,151.8
2002-06-01,152.2
2002-07-01,152.7
2002-08-01,153.4
2002-09-01,152.2
2002-10-01,150.7
2002-11-01,148.8
2002-12-01,148.5
2003-01-01,148.3
2003-02-01,148.4
2003-03-01,148.5
2003-04-01,148.4
2003-05-01,147.9
2003-06-01,147.4
2003-07-01,145.7
2003-08-01,143.3
2003-09-01,139
2003-10-01,135.1
2003-11-01,132
2003-12-01,131
2004-01-01,130.8
2004-02-01,131
2004-03-01,131.2
2004-04-01,131.3
2004-05-01,131.8
2004-06-01,130.6
2004-07-01,132.1
2004-08-01,133.8
2004-09-01,136.5
2004-10-01,136.8
2004-11-01,136.7
2004-12-01,137.3
2005-01-01,137.5
2005-02-01,137.6
2005-03-01,137.7
2005-04-01,138.1
2005-05-01,138.8
2005-06-01,139.9
2005-07-01,141
2005-08-01,142
2005-09-01,141.5
2005-10-01,140.6
2005-11-01,139.4
2005-12-01,139.2
2006-01-01,139.3
2006-02-01,139.5
2006-03-01,140
2006-04-01,140.4
2006-05-01,140.9
2006-06-01,141.5
2006-07-01,142.1
2006-08-01,142.4
2006-09-01,141
2006-10-01,139.3
2006-11-01,137.3
2006-12-01,136.2
2007-01-01,135.257
2007-02-01,134.597
2007-03-01,134.382
2007-04-01,134.363
2007-05-01,134.481
2007-06-01,135.067
2007-07-01,136.024
2007-08-01,137.138
2007-09-01,137.142
2007-10-01,136.95
2007-11-01,136.616
2007-12-01,136.943
2008-01-01,137.203
2008-02-01,137.248
2008-03-01,137.225
2008-04-01,136.787
2008-05-01,136.325
2008-06-01,135.98
2008-07-01,135.84
2008-08-01,135.405
2008-09-01,132.916
2008-10-01,129.733
2008-11-01,126.869
2008-12-01,125.883
2009-01-01,124.863
2009-02-01,122.837
2009-03-01,121.061
2009-04-01,121.213
2009-05-01,122.65
2009-06-01,124.323
2009-07-01,125.061
2009-08-01,128.028
2009-09-01,129.369
2009-10-01,132.689
2009-11-01,134.173
2009-12-01,137.406
2010-01-01,139.174
2010-02-01,140.218
2010-03-01,140.797
2010-04-01,141.315
2010-05-01,142.537
2010-06-01,144.399
2010-07-01,146.379
2010-08-01,147.909
2010-09-01,146.065
2010-10-01,144.04
2010-11-01,142.25
2010-12-01,142.454
2011-01-01,142.555
2011-02-01,142.937
2011-03-01,144.072
2011-04-01,145.968
2011-05-01,148.361
2011-06-01,151.776
2011-07-01,154.184
2011-08-01,155.823
2011-09-01,153.586
2011-10-01,151.494
2011-11-01,149.23
2011-12-01,148.14
2012-01-01,147.143
2012-02-01,147.011
2012-03-01,148.677
2012-04-01,151.087
2012-05-01,153.565
2012-06-01,155.306
2012-07-01,155.815
2012-08-01,154.851
2012-09-01,151.118
2012-10-01,148.293
2012-11-01,145.862
2012-12-01,145.234
2013-01-01,145.26
2013-02-01,146.718
2013-03-01,148.753
2013-04-01,150.16
2013-05-01,151.099
2013-06-01,151.76
2013-07-01,152.554
2013-08-01,153.252
2013-09-01,151.75
2013-10-01,150.413
2013-11-01,148.74
2013-12-01,148.183
2014-01-01,147.386
2014-02-01,147.616
2014-03-01,148.92
2014-04-01,150.496
2014-05-01,151.441
2014-06-01,151.978
2014-07-01,152.857
2014-08-01,153.277
2014-09-01,151.153
2014-10-01,147.893
2014-11-01,144.151
2014-12-01,141.957
2015-01-01,141.461
2015-02-01,143.39
2015-03-01,147.023
2015-04-01,149.788
2015-05-01,150.713
2015-06-01,150.97
2015-07-01,151.119
2015-08-01,150.908
2015-09-01,148.52
2015-10-01,145.821
2015-11-01,143.247
2015-12-01,142.474
2016-01-01,142.668
2016-02-01,144.024
2016-03-01,146.178
2016-04-01,147.489
2016-05-01,147.223
2016-06-01,146.303
2016-07-01,145.457
2016-08-01,144.858
2016-09-01,142.482
2016-10-01,139.914
2016-11-01,137.789
2016-12-01,137.475
2017-01-01,137.397
2017-02-01,137.899
2017-03-01,139.372
2017-04-01,140.654
2017-05-01,140.875
2017-06-01,140.015
2017-07-01,139.519
2017-08-01,139.35
2017-09-01,137.141
2017-10-01,135.867
2017-11-01,134.901
2017-12-01,136.118
2018-01-01,136.555
2018-02-01,137.768
2018-03-01,139.892
2018-04-01,139.368
2018-05-01,138.506
2018-06-01,139.09
2018-07-01,140.687
2018-08-01,141.095
2018-09-01,135.13
2018-10-01,136.45
2018-11-01,138.01
2018-12-01,138.069
2019-01-01,138.8
2019-02-01,139.301
2019-03-01,140.513
2019-04-01,140.458
2019-05-01,138.888
2019-06-01,140.823
2019-07-01,142.756
2019-08-01,144.026
2019-09-01,138.653
2019-10-01,138.407
2019-11-01,137.407
2019-12-01,137.125
2020-01-01,136.064
2020-02-01,137.452
2020-03-01,140.689
2020-04-01,139.411
2020-05-01,138.383
2020-06-01,136.915
2020-07-01,141.493
2020-08-01,149.765
2020-09-01,152.887
2020-10-01,154.381
2020-11-01,152.324
2020-12-01,150.891
2021-01-01,149.659
2021-02-01,150.221
2021-03-01,153.873
2021-04-01,168.647
2021-05-01,179.532
2021-06-01,198.855
2021-07-01,200.425
2021-08-01,197.535
2021-09-01,190.207
2021-10-01,195.213
2021-11-01,200.209
2021-12-01,207.164
2022-01-01,210.293
2022-02-01,212.04
2022-03-01,208.216
2022-04-01,206.981
2022-05-01,208.373
2022-06-01,212.98
2022-07-01,213.683
2022-08-01,212.895
2022-09-01,203.867
2022-10-01,199.176
2022-11-01,193.53
2022-12-01,188.864
2023-01-01,185.857
2023-02-01,183.241
2023-03-01,184.997
2023-04-01,193.394
2023-05-01,199.576
2023-06-01,202.007
2023-07-01,201.624
2023-08-01,198.768
2023-09-01,187.587
2023-10-01,184.961
2023-11-01,186.27
