"Date","CUURA423SAF11"
1968-03-01,36.7
1968-04-01,36.9
1968-05-01,37
1968-06-01,37.1
1968-07-01,37.1
1968-08-01,37.3
1968-09-01,37.2
1968-10-01,37.2
1968-11-01,37.1
1968-12-01,37.4
1969-01-01,37.7
1969-02-01,37.7
1969-03-01,38
1969-04-01,38.4
1969-05-01,38.5
1969-06-01,39
1969-07-01,39.2
1969-08-01,39.1
1969-09-01,38.8
1969-10-01,38.5
1969-11-01,38.9
1969-12-01,39.3
1970-01-01,39.4
1970-02-01,40
1970-03-01,39.6
1970-04-01,40.2
1970-05-01,40.3
1970-06-01,40.2
1970-07-01,40.3
1970-08-01,40.5
1970-09-01,40.4
1970-10-01,40.2
1970-11-01,39.9
1970-12-01,40.1
1971-01-01,40.1
1971-02-01,40.1
1971-03-01,40.3
1971-04-01,40.4
1971-05-01,41
1971-06-01,41.2
1971-07-01,41.3
1971-08-01,41.4
1971-09-01,41.1
1971-10-01,40.9
1971-11-01,41
1971-12-01,41.8
1972-01-01,41.9
1972-02-01,42.5
1972-03-01,42.2
1972-04-01,42.2
1972-05-01,42.2
1972-06-01,42.6
1972-07-01,42.9
1972-08-01,43.2
1972-09-01,43.2
1972-10-01,43.2
1972-11-01,43.4
1972-12-01,43.8
1973-01-01,45.5
1973-02-01,46
1973-03-01,46.8
1973-04-01,47.8
1973-05-01,48.3
1973-06-01,48.8
1973-07-01,49.1
1973-08-01,52
1973-09-01,50.7
1973-10-01,51.1
1973-11-01,51.9
1973-12-01,52.7
1974-01-01,53.3
1974-02-01,55.2
1974-03-01,56.3
1974-04-01,55.8
1974-05-01,56.7
1974-06-01,56.8
1974-07-01,56.7
1974-08-01,57.3
1974-09-01,58.2
1974-10-01,58
1974-11-01,59.1
1974-12-01,59.6
1975-01-01,60.2
1975-02-01,60.6
1975-03-01,60.5
1975-04-01,60.8
1975-05-01,61.5
1975-06-01,62.4
1975-07-01,63.5
1975-08-01,63
1975-09-01,63.2
1975-10-01,63.4
1975-11-01,63.5
1975-12-01,63.4
1976-01-01,63.7
1976-02-01,63
1976-03-01,62.6
1976-04-01,62.6
1976-05-01,62.8
1976-06-01,62.5
1976-07-01,63.2
1976-08-01,63.3
1976-09-01,63
1976-10-01,63
1976-11-01,63.4
1976-12-01,63.5
1977-01-01,64.2
1977-02-01,65.2
1977-03-01,64.9
1977-04-01,66
1977-05-01,67.2
1977-06-01,68.1
1977-07-01,68.1
1977-08-01,68.9
1977-09-01,68.2
1977-10-01,68
1977-11-01,68.4
1977-12-01,68.4
1978-01-01,69.1
1978-02-01,70.3
1978-03-01,71.6
1978-04-01,74.3
1978-05-01,75.9
1978-06-01,76
1978-07-01,72.5
1978-08-01,72.7
1978-09-01,72.6
1978-10-01,73.4
1978-11-01,73.2
1978-12-01,73.8
1979-01-01,75.5
1979-02-01,78
1979-03-01,78.8
1979-04-01,79.5
1979-05-01,80.2
1979-06-01,79.9
1979-07-01,79.7
1979-08-01,79.8
1979-09-01,78.8
1979-10-01,79.7
1979-11-01,79.6
1979-12-01,80.6
1980-01-01,80.7
1980-02-01,81.4
1980-03-01,82.9
1980-04-01,83.1
1980-05-01,83.5
1980-06-01,84.5
1980-07-01,84.8
1980-08-01,86.3
1980-09-01,87.5
1980-10-01,88.1
1980-11-01,88.4
1980-12-01,89.3
1981-01-01,89.6
1981-02-01,90
1981-03-01,91.3
1981-04-01,91.4
1981-05-01,91.4
1981-06-01,91.5
1981-07-01,92.5
1981-08-01,92.5
1981-09-01,93.8
1981-10-01,93.9
1981-11-01,93.9
1981-12-01,93.7
1982-01-01,96.1
1982-02-01,95.9
1982-03-01,94.8
1982-04-01,95.7
1982-05-01,102.1
1982-06-01,103.2
1982-07-01,102.5
1982-08-01,102.6
1982-09-01,101.1
1982-10-01,100.9
1982-11-01,100.6
1982-12-01,101
1983-01-01,101.3
1983-02-01,101.5
1983-03-01,103.1
1983-04-01,104.3
1983-05-01,104.3
1983-06-01,104.4
1983-07-01,97.5
1983-08-01,96.8
1983-09-01,97.3
1983-10-01,97.5
1983-11-01,97.5
1983-12-01,97.7
1984-01-01,99.5
1984-02-01,100.2
1984-03-01,100.3
1984-04-01,99.9
1984-05-01,99.7
1984-06-01,99.6
1984-07-01,100.3
1984-08-01,100.6
1984-09-01,100.2
1984-10-01,99.9
1984-11-01,100.6
1984-12-01,99.8
1985-01-01,100.2
1985-02-01,101.1
1985-03-01,101.8
1985-04-01,101.7
1985-05-01,101.3
1985-06-01,101.1
1985-07-01,101.4
1985-08-01,101
1985-09-01,101
1985-10-01,101
1985-11-01,100.2
1985-12-01,100.9
1986-01-01,102.4
1986-02-01,103.3
1986-03-01,103.7
1986-04-01,105.2
1986-05-01,105.3
1986-06-01,103.3
1986-07-01,104.5
1986-08-01,106.1
1986-09-01,105.7
1986-10-01,104.8
1986-11-01,105.8
1986-12-01,105.8
1987-01-01,NA
1987-02-01,NA
1987-03-01,NA
1987-04-01,NA
1987-05-01,NA
1987-06-01,NA
1987-07-01,NA
1987-08-01,NA
1987-09-01,NA
1987-10-01,NA
1987-11-01,NA
1987-12-01,NA
1988-01-01,NA
1988-02-01,NA
1988-03-01,NA
1988-04-01,NA
1988-05-01,NA
1988-06-01,NA
1988-07-01,NA
1988-08-01,NA
1988-09-01,NA
1988-10-01,NA
1988-11-01,NA
1988-12-01,NA
1989-01-01,NA
1989-02-01,NA
1989-03-01,NA
1989-04-01,NA
1989-05-01,NA
1989-06-01,NA
1989-07-01,NA
1989-08-01,NA
1989-09-01,NA
1989-10-01,NA
1989-11-01,NA
1989-12-01,NA
1990-01-01,NA
1990-02-01,NA
1990-03-01,NA
1990-04-01,NA
1990-05-01,NA
1990-06-01,NA
1990-07-01,NA
1990-08-01,NA
1990-09-01,NA
1990-10-01,NA
1990-11-01,NA
1990-12-01,NA
1991-01-01,NA
1991-02-01,NA
1991-03-01,NA
1991-04-01,NA
1991-05-01,NA
1991-06-01,NA
1991-07-01,NA
1991-08-01,NA
1991-09-01,NA
1991-10-01,NA
1991-11-01,NA
1991-12-01,NA
1992-01-01,NA
1992-02-01,NA
1992-03-01,NA
1992-04-01,NA
1992-05-01,NA
1992-06-01,NA
1992-07-01,NA
1992-08-01,NA
1992-09-01,NA
1992-10-01,NA
1992-11-01,NA
1992-12-01,NA
1993-01-01,NA
1993-02-01,NA
1993-03-01,NA
1993-04-01,NA
1993-05-01,NA
1993-06-01,NA
1993-07-01,NA
1993-08-01,NA
1993-09-01,NA
1993-10-01,NA
1993-11-01,NA
1993-12-01,NA
1994-01-01,NA
1994-02-01,NA
1994-03-01,NA
1994-04-01,NA
1994-05-01,NA
1994-06-01,NA
1994-07-01,NA
1994-08-01,NA
1994-09-01,NA
1994-10-01,NA
1994-11-01,NA
1994-12-01,NA
1995-01-01,NA
1995-02-01,NA
1995-03-01,NA
1995-04-01,NA
1995-05-01,NA
1995-06-01,NA
1995-07-01,NA
1995-08-01,NA
1995-09-01,NA
1995-10-01,NA
1995-11-01,NA
1995-12-01,NA
1996-01-01,NA
1996-02-01,NA
1996-03-01,NA
1996-04-01,NA
1996-05-01,NA
1996-06-01,NA
1996-07-01,NA
1996-08-01,NA
1996-09-01,NA
1996-10-01,NA
1996-11-01,NA
1996-12-01,NA
1997-01-01,NA
1997-02-01,NA
1997-03-01,NA
1997-04-01,NA
1997-05-01,NA
1997-06-01,NA
1997-07-01,NA
1997-08-01,NA
1997-09-01,NA
1997-10-01,NA
1997-11-01,NA
1997-12-01,162.1
1998-01-01,165.1
1998-02-01,167.3
1998-03-01,167.5
1998-04-01,162.9
1998-05-01,165.5
1998-06-01,164.7
1998-07-01,163.9
1998-08-01,166.1
1998-09-01,166.8
1998-10-01,168.7
1998-11-01,168
1998-12-01,168.3
1999-01-01,171.7
1999-02-01,170.4
1999-03-01,172.4
1999-04-01,168.7
1999-05-01,168.3
1999-06-01,168.5
1999-07-01,169.6
1999-08-01,170.2
1999-09-01,167.6
1999-10-01,171.1
1999-11-01,169.5
1999-12-01,171.6
2000-01-01,171.8
2000-02-01,171
2000-03-01,173.8
2000-04-01,173
2000-05-01,170.4
2000-06-01,172.6
2000-07-01,175
2000-08-01,172.8
2000-09-01,175
2000-10-01,177.4
2000-11-01,176.1
2000-12-01,175.1
2001-01-01,178.9
2001-02-01,182.4
2001-03-01,178.4
2001-04-01,181.1
2001-05-01,187.1
2001-06-01,185
2001-07-01,182.4
2001-08-01,180.4
2001-09-01,181
2001-10-01,184.7
2001-11-01,184
2001-12-01,182.3
2002-01-01,189.6
2002-02-01,188.1
2002-03-01,187.3
2002-04-01,184.5
2002-05-01,186.7
2002-06-01,185
2002-07-01,187.7
2002-08-01,185.2
2002-09-01,188
2002-10-01,188.5
2002-11-01,188.1
2002-12-01,188.3
2003-01-01,191.3
2003-02-01,191.1
2003-03-01,193.2
2003-04-01,191
2003-05-01,189.7
2003-06-01,189.7
2003-07-01,190.6
2003-08-01,195.8
2003-09-01,194.3
2003-10-01,196.3
2003-11-01,197
2003-12-01,192.8
2004-01-01,194
2004-02-01,196.7
2004-03-01,197.4
2004-04-01,197
2004-05-01,199.3
2004-06-01,196.6
2004-07-01,194.5
2004-08-01,193.8
2004-09-01,194.9
2004-10-01,197.5
2004-11-01,197.2
2004-12-01,197.7
2005-01-01,197.5
2005-02-01,197.6
2005-03-01,198
2005-04-01,202.7
2005-05-01,202
2005-06-01,200.2
2005-07-01,201.3
2005-08-01,200.3
2005-09-01,200.2
2005-10-01,204.9
2005-11-01,204.6
2005-12-01,202.5
2006-01-01,204.5
2006-02-01,204.6
2006-03-01,208.1
2006-04-01,205.1
2006-05-01,202.4
2006-06-01,205.7
2006-07-01,206.7
2006-08-01,209.3
2006-09-01,208.2
2006-10-01,207.4
2006-11-01,210.1
2006-12-01,208.3
2007-01-01,209.681
2007-02-01,212.269
2007-03-01,217.69
2007-04-01,213.765
2007-05-01,215.274
2007-06-01,215.31
2007-07-01,216.412
2007-08-01,212.965
2007-09-01,214.385
2007-10-01,219.349
2007-11-01,218.968
2007-12-01,219.92
2008-01-01,221.644
2008-02-01,219.283
2008-03-01,221.914
2008-04-01,225.513
2008-05-01,229.113
2008-06-01,229.692
2008-07-01,233.491
2008-08-01,229.902
2008-09-01,228.552
2008-10-01,236.947
2008-11-01,232.677
2008-12-01,233.406
2009-01-01,236.85
2009-02-01,235.199
2009-03-01,235.807
2009-04-01,231.537
2009-05-01,231.302
2009-06-01,230.493
2009-07-01,225.822
2009-08-01,227.048
2009-09-01,225.005
2009-10-01,223.616
2009-11-01,217.862
2009-12-01,222.177
2010-01-01,224.937
2010-02-01,224.994
2010-03-01,226.913
2010-04-01,227.664
2010-05-01,223.755
2010-06-01,223.44
2010-07-01,224.55
2010-08-01,225.938
2010-09-01,224.861
2010-10-01,223.63
2010-11-01,224.209
2010-12-01,221.325
2011-01-01,224.833
2011-02-01,227.327
2011-03-01,232.922
2011-04-01,230.754
2011-05-01,230.911
2011-06-01,236.974
2011-07-01,236.196
2011-08-01,237.878
2011-09-01,235.867
2011-10-01,235.287
2011-11-01,235.24
2011-12-01,236.278
2012-01-01,234.81
2012-02-01,235.724
2012-03-01,235.867
2012-04-01,233.19
2012-05-01,236.492
2012-06-01,236.138
2012-07-01,236.476
2012-08-01,237.802
2012-09-01,236.035
2012-10-01,236.99
2012-11-01,235.348
2012-12-01,237.837
2013-01-01,236.683
2013-02-01,238.408
2013-03-01,237.212
2013-04-01,240.136
2013-05-01,234.759
2013-06-01,235.963
2013-07-01,236.305
2013-08-01,235.034
2013-09-01,234.896
2013-10-01,239.079
2013-11-01,238.309
2013-12-01,238.911
2014-01-01,238.359
2014-02-01,241.987
2014-03-01,242.17
2014-04-01,245.631
2014-05-01,244.14
2014-06-01,242.263
2014-07-01,244.952
2014-08-01,243.27
2014-09-01,246.129
2014-10-01,247.891
2014-11-01,247.449
2014-12-01,250.476
2015-01-01,252.331
2015-02-01,249.803
2015-03-01,245.861
2015-04-01,247.852
2015-05-01,246.188
2015-06-01,248.837
2015-07-01,249.91
2015-08-01,251.412
2015-09-01,252.829
2015-10-01,251.851
2015-11-01,250.182
2015-12-01,251.049
2016-01-01,250.082
2016-02-01,247.632
2016-03-01,245.818
2016-04-01,248.481
2016-05-01,247.308
2016-06-01,246.919
2016-07-01,244.867
2016-08-01,246.427
2016-09-01,246.604
2016-10-01,247.13
2016-11-01,241.816
2016-12-01,242.296
2017-01-01,242.755
2017-02-01,247.07
2017-03-01,249.135
2017-04-01,248.565
2017-05-01,249.725
2017-06-01,248.622
2017-07-01,249.867
2017-08-01,249.58
2017-09-01,254.413
2017-10-01,251.048
2017-11-01,246.851
2017-12-01,248.171
2018-01-01,250.981
2018-02-01,248.609
2018-03-01,248.135
2018-04-01,252.535
2018-05-01,248.263
2018-06-01,250.211
2018-07-01,252.012
2018-08-01,252.301
2018-09-01,256.872
2018-10-01,253.942
2018-11-01,253.938
2018-12-01,253.932
2019-01-01,259.042
2019-02-01,256.96
2019-03-01,256.559
2019-04-01,253.812
2019-05-01,256.405
2019-06-01,254.986
2019-07-01,256.485
2019-08-01,253.251
2019-09-01,256.413
2019-10-01,254.663
2019-11-01,253.899
2019-12-01,253.181
2020-01-01,254.758
2020-02-01,257.367
2020-03-01,265.932
2020-04-01,267.831
2020-05-01,267.244
2020-06-01,270.013
2020-07-01,263.639
2020-08-01,268.667
2020-09-01,264.805
2020-10-01,262.512
2020-11-01,269.179
2020-12-01,264.78
2021-01-01,263.677
2021-02-01,268.127
2021-03-01,268.893
2021-04-01,270.284
2021-05-01,274.077
2021-06-01,274.497
2021-07-01,277.435
2021-08-01,280.35
2021-09-01,279.897
2021-10-01,286.313
2021-11-01,289.12
2021-12-01,289.094
2022-01-01,294.697
2022-02-01,300.701
2022-03-01,305.711
2022-04-01,306.625
2022-05-01,310.451
2022-06-01,311.685
2022-07-01,317.686
2022-08-01,317.676
2022-09-01,315.815
2022-10-01,314.223
2022-11-01,313.288
2022-12-01,314.608
2023-01-01,317.695
2023-02-01,320.613
2023-03-01,320.629
2023-04-01,317.957
2023-05-01,317.109
2023-06-01,320.164
2023-07-01,316.375
2023-08-01,322.417
2023-09-01,320.232
2023-10-01,323.196
2023-11-01,320.511
