"Date","CUUR0000SAS"
1955-11-01,NA
1955-12-01,20.6
1956-01-01,20.7
1956-02-01,20.7
1956-03-01,20.7
1956-04-01,20.8
1956-05-01,20.9
1956-06-01,20.9
1956-07-01,20.9
1956-08-01,21
1956-09-01,21.1
1956-10-01,21.1
1956-11-01,21.2
1956-12-01,21.3
1957-01-01,21.4
1957-02-01,21.4
1957-03-01,21.6
1957-04-01,21.6
1957-05-01,21.7
1957-06-01,21.8
1957-07-01,21.8
1957-08-01,21.9
1957-09-01,22
1957-10-01,22
1957-11-01,22.2
1957-12-01,22.2
1958-01-01,22.3
1958-02-01,22.4
1958-03-01,22.5
1958-04-01,22.5
1958-05-01,22.6
1958-06-01,22.6
1958-07-01,22.7
1958-08-01,22.7
1958-09-01,22.8
1958-10-01,22.8
1958-11-01,22.8
1958-12-01,22.8
1959-01-01,22.9
1959-02-01,23
1959-03-01,23.1
1959-04-01,23.1
1959-05-01,23.2
1959-06-01,23.2
1959-07-01,23.3
1959-08-01,23.4
1959-09-01,23.5
1959-10-01,23.6
1959-11-01,23.6
1959-12-01,23.7
1960-01-01,23.7
1960-02-01,23.8
1960-03-01,23.9
1960-04-01,23.9
1960-05-01,24
1960-06-01,24
1960-07-01,24.1
1960-08-01,24.1
1960-09-01,24.2
1960-10-01,24.2
1960-11-01,24.3
1960-12-01,24.3
1961-01-01,24.4
1961-02-01,24.4
1961-03-01,24.5
1961-04-01,24.5
1961-05-01,24.5
1961-06-01,24.5
1961-07-01,24.5
1961-08-01,24.6
1961-09-01,24.6
1961-10-01,24.7
1961-11-01,24.7
1961-12-01,24.8
1962-01-01,24.8
1962-02-01,24.8
1962-03-01,24.9
1962-04-01,24.9
1962-05-01,25
1962-06-01,25
1962-07-01,25.1
1962-08-01,25.1
1962-09-01,25.1
1962-10-01,25.1
1962-11-01,25.2
1962-12-01,25.2
1963-01-01,25.3
1963-02-01,25.3
1963-03-01,25.3
1963-04-01,25.4
1963-05-01,25.4
1963-06-01,25.5
1963-07-01,25.5
1963-08-01,25.6
1963-09-01,25.6
1963-10-01,25.6
1963-11-01,25.7
1963-12-01,25.8
1964-01-01,25.8
1964-02-01,25.8
1964-03-01,25.8
1964-04-01,25.9
1964-05-01,25.9
1964-06-01,26
1964-07-01,26
1964-08-01,26
1964-09-01,26
1964-10-01,26.1
1964-11-01,26.2
1964-12-01,26.2
1965-01-01,26.3
1965-02-01,26.4
1965-03-01,26.4
1965-04-01,26.5
1965-05-01,26.5
1965-06-01,26.5
1965-07-01,26.6
1965-08-01,26.6
1965-09-01,26.7
1965-10-01,26.8
1965-11-01,26.9
1965-12-01,26.9
1966-01-01,27
1966-02-01,27
1966-03-01,27.1
1966-04-01,27.3
1966-05-01,27.4
1966-06-01,27.5
1966-07-01,27.7
1966-08-01,27.7
1966-09-01,27.9
1966-10-01,28
1966-11-01,28.2
1966-12-01,28.2
1967-01-01,28.3
1967-02-01,28.4
1967-03-01,28.5
1967-04-01,28.6
1967-05-01,28.7
1967-06-01,28.8
1967-07-01,28.8
1967-08-01,28.9
1967-09-01,29
1967-10-01,29.1
1967-11-01,29.2
1967-12-01,29.4
1968-01-01,29.5
1968-02-01,29.6
1968-03-01,29.8
1968-04-01,29.9
1968-05-01,30
1968-06-01,30.2
1968-07-01,30.4
1968-08-01,30.6
1968-09-01,30.7
1968-10-01,30.8
1968-11-01,31
1968-12-01,31.1
1969-01-01,31.3
1969-02-01,31.5
1969-03-01,31.8
1969-04-01,32
1969-05-01,32.2
1969-06-01,32.3
1969-07-01,32.5
1969-08-01,32.7
1969-09-01,32.9
1969-10-01,33
1969-11-01,33.2
1969-12-01,33.5
1970-01-01,33.7
1970-02-01,34
1970-03-01,34.4
1970-04-01,34.6
1970-05-01,34.8
1970-06-01,35
1970-07-01,35.2
1970-08-01,35.4
1970-09-01,35.6
1970-10-01,35.8
1970-11-01,36
1970-12-01,36.2
1971-01-01,36.4
1971-02-01,36.5
1971-03-01,36.5
1971-04-01,36.5
1971-05-01,36.7
1971-06-01,36.9
1971-07-01,37.1
1971-08-01,37.3
1971-09-01,37.4
1971-10-01,37.4
1971-11-01,37.5
1971-12-01,37.7
1972-01-01,37.9
1972-02-01,38
1972-03-01,38.1
1972-04-01,38.2
1972-05-01,38.2
1972-06-01,38.4
1972-07-01,38.5
1972-08-01,38.6
1972-09-01,38.6
1972-10-01,38.8
1972-11-01,38.9
1972-12-01,39
1973-01-01,39.1
1973-02-01,39.2
1973-03-01,39.4
1973-04-01,39.5
1973-05-01,39.6
1973-06-01,39.8
1973-07-01,39.9
1973-08-01,40.1
1973-09-01,40.5
1973-10-01,41
1973-11-01,41.2
1973-12-01,41.4
1974-01-01,41.7
1974-02-01,42
1974-03-01,42.4
1974-04-01,42.6
1974-05-01,43.1
1974-06-01,43.5
1974-07-01,44
1974-08-01,44.4
1974-09-01,45
1974-10-01,45.3
1974-11-01,45.7
1974-12-01,46.1
1975-01-01,46.5
1975-02-01,46.9
1975-03-01,47
1975-04-01,47.3
1975-05-01,47.4
1975-06-01,47.7
1975-07-01,48
1975-08-01,48.2
1975-09-01,48.7
1975-10-01,49
1975-11-01,49.6
1975-12-01,49.9
1976-01-01,50.4
1976-02-01,50.7
1976-03-01,51.1
1976-04-01,51.2
1976-05-01,51.4
1976-06-01,51.7
1976-07-01,52.1
1976-08-01,52.4
1976-09-01,52.8
1976-10-01,53
1976-11-01,53.3
1976-12-01,53.5
1977-01-01,54
1977-02-01,54.4
1977-03-01,54.7
1977-04-01,55.1
1977-05-01,55.4
1977-06-01,55.8
1977-07-01,56.3
1977-08-01,56.6
1977-09-01,57
1977-10-01,57.2
1977-11-01,57.5
1977-12-01,57.8
1978-01-01,58.2
1978-02-01,58.6
1978-03-01,59
1978-04-01,59.5
1978-05-01,59.9
1978-06-01,60.5
1978-07-01,61
1978-08-01,61.5
1978-09-01,62.1
1978-10-01,62.7
1978-11-01,63
1978-12-01,63.2
1979-01-01,63.7
1979-02-01,64.3
1979-03-01,64.9
1979-04-01,65.4
1979-05-01,66.1
1979-06-01,66.9
1979-07-01,67.6
1979-08-01,68.5
1979-09-01,69.4
1979-10-01,70.2
1979-11-01,70.9
1979-12-01,71.8
1980-01-01,72.9
1980-02-01,74
1980-03-01,75.3
1980-04-01,76.4
1980-05-01,77.6
1980-06-01,79
1980-07-01,78.5
1980-08-01,78.5
1980-09-01,79.2
1980-10-01,80.1
1980-11-01,80.9
1980-12-01,82
1981-01-01,82.9
1981-02-01,83.6
1981-03-01,84.3
1981-04-01,85.1
1981-05-01,86.3
1981-06-01,87.5
1981-07-01,89
1981-08-01,90
1981-09-01,91.4
1981-10-01,91.8
1981-11-01,92.4
1981-12-01,92.7
1982-01-01,93.3
1982-02-01,93.7
1982-03-01,93.8
1982-04-01,94.6
1982-05-01,95.6
1982-06-01,96.5
1982-07-01,97.1
1982-08-01,97.7
1982-09-01,97.9
1982-10-01,98.1
1982-11-01,97.6
1982-12-01,96.7
1983-01-01,97.4
1983-02-01,97.7
1983-03-01,97.8
1983-04-01,98.3
1983-05-01,98.7
1983-06-01,99.1
1983-07-01,99.6
1983-08-01,99.9
1983-09-01,100.6
1983-10-01,100.9
1983-11-01,101.1
1983-12-01,101.3
1984-01-01,102
1984-02-01,102.4
1984-03-01,102.7
1984-04-01,103.2
1984-05-01,103.7
1984-06-01,104.3
1984-07-01,105
1984-08-01,105.6
1984-09-01,106.3
1984-10-01,106.5
1984-11-01,106.6
1984-12-01,106.8
1985-01-01,107.2
1985-02-01,107.6
1985-03-01,108.1
1985-04-01,108.4
1985-05-01,109.2
1985-06-01,109.9
1985-07-01,110.4
1985-08-01,110.9
1985-09-01,111.4
1985-10-01,111.7
1985-11-01,112
1985-12-01,112.2
1986-01-01,112.9
1986-02-01,113.3
1986-03-01,113.8
1986-04-01,114.3
1986-05-01,114.7
1986-06-01,115.5
1986-07-01,115.9
1986-08-01,116.3
1986-09-01,116.8
1986-10-01,117
1986-11-01,117
1986-12-01,117.2
1987-01-01,117.7
1987-02-01,118.1
1987-03-01,118.5
1987-04-01,118.9
1987-05-01,119.3
1987-06-01,120.1
1987-07-01,120.5
1987-08-01,121.2
1987-09-01,121.7
1987-10-01,121.9
1987-11-01,122
1987-12-01,122.2
1988-01-01,122.9
1988-02-01,123.4
1988-03-01,123.8
1988-04-01,124.1
1988-05-01,124.6
1988-06-01,125.5
1988-07-01,126.1
1988-08-01,126.7
1988-09-01,127.3
1988-10-01,127.6
1988-11-01,127.8
1988-12-01,128.1
1989-01-01,128.9
1989-02-01,129.4
1989-03-01,130
1989-04-01,130.2
1989-05-01,130.8
1989-06-01,131.6
1989-07-01,132.5
1989-08-01,133.1
1989-09-01,133.4
1989-10-01,133.7
1989-11-01,134.1
1989-12-01,134.6
1990-01-01,135.4
1990-02-01,136
1990-03-01,136.9
1990-04-01,137.1
1990-05-01,137.6
1990-06-01,138.8
1990-07-01,139.9
1990-08-01,140.9
1990-09-01,141.4
1990-10-01,141.7
1990-11-01,142
1990-12-01,142.3
1991-01-01,143.8
1991-02-01,144.5
1991-03-01,144.8
1991-04-01,144.7
1991-05-01,145
1991-06-01,145.8
1991-07-01,146.8
1991-08-01,147.3
1991-09-01,147.9
1991-10-01,148.1
1991-11-01,148.3
1991-12-01,148.8
1992-01-01,149.6
1992-02-01,150.1
1992-03-01,150.7
1992-04-01,150.8
1992-05-01,150.9
1992-06-01,151.7
1992-07-01,152.5
1992-08-01,153
1992-09-01,153.2
1992-10-01,153.7
1992-11-01,154
1992-12-01,154.2
1993-01-01,155.2
1993-02-01,155.8
1993-03-01,156.2
1993-04-01,156.5
1993-05-01,156.9
1993-06-01,157.8
1993-07-01,158.4
1993-08-01,159
1993-09-01,159.3
1993-10-01,159.5
1993-11-01,159.6
1993-12-01,160
1994-01-01,160.7
1994-02-01,161.5
1994-03-01,162.1
1994-04-01,162
1994-05-01,162
1994-06-01,162.8
1994-07-01,163.4
1994-08-01,164.2
1994-09-01,164.4
1994-10-01,164.6
1994-11-01,164.7
1994-12-01,164.7
1995-01-01,165.9
1995-02-01,166.7
1995-03-01,167.3
1995-04-01,167.5
1995-05-01,167.7
1995-06-01,168.6
1995-07-01,169.2
1995-08-01,169.8
1995-09-01,170
1995-10-01,170.4
1995-11-01,170.3
1995-12-01,170.4
1996-01-01,171.3
1996-02-01,172.2
1996-03-01,172.6
1996-04-01,172.7
1996-05-01,173.1
1996-06-01,173.9
1996-07-01,174.8
1996-08-01,175.3
1996-09-01,175.6
1996-10-01,175.8
1996-11-01,175.9
1996-12-01,176.1
1997-01-01,177
1997-02-01,177.7
1997-03-01,178.2
1997-04-01,178.3
1997-05-01,178.4
1997-06-01,179.3
1997-07-01,180.1
1997-08-01,180.3
1997-09-01,180.6
1997-10-01,181
1997-11-01,181
1997-12-01,181
1998-01-01,181.8
1998-02-01,182.4
1998-03-01,182.9
1998-04-01,183.2
1998-05-01,183.4
1998-06-01,184.2
1998-07-01,184.9
1998-08-01,185.3
1998-09-01,185.5
1998-10-01,185.5
1998-11-01,185.6
1998-12-01,185.7
1999-01-01,186.3
1999-02-01,186.9
1999-03-01,187.6
1999-04-01,187.8
1999-05-01,187.9
1999-06-01,188.6
1999-07-01,189.5
1999-08-01,189.9
1999-09-01,190.1
1999-10-01,190.2
1999-11-01,190.5
1999-12-01,190.5
2000-01-01,191.6
2000-02-01,192.4
2000-03-01,193.3
2000-04-01,193.5
2000-05-01,193.8
2000-06-01,195.3
2000-07-01,196.3
2000-08-01,197
2000-09-01,197.2
2000-10-01,197.6
2000-11-01,197.6
2000-12-01,198
2001-01-01,200.2
2001-02-01,201
2001-03-01,201.8
2001-04-01,201.9
2001-05-01,202.5
2001-06-01,204
2001-07-01,204.5
2001-08-01,205.2
2001-09-01,204.9
2001-10-01,204.7
2001-11-01,205.1
2001-12-01,205.3
2002-01-01,206.3
2002-02-01,207.3
2002-03-01,208
2002-04-01,208.4
2002-05-01,208.8
2002-06-01,209.8
2002-07-01,210.7
2002-08-01,211.5
2002-09-01,211.5
2002-10-01,211.7
2002-11-01,211.8
2002-12-01,211.9
2003-01-01,213.1
2003-02-01,214
2003-03-01,215.1
2003-04-01,215.1
2003-05-01,215.9
2003-06-01,216.8
2003-07-01,217.6
2003-08-01,218
2003-09-01,218.1
2003-10-01,218.4
2003-11-01,217.9
2003-12-01,217.9
2004-01-01,219.1
2004-02-01,219.9
2004-03-01,221
2004-04-01,221.5
2004-05-01,221.9
2004-06-01,223.3
2004-07-01,224.1
2004-08-01,224.5
2004-09-01,224.5
2004-10-01,224.5
2004-11-01,224.6
2004-12-01,224.6
2005-01-01,225.6
2005-02-01,226.8
2005-03-01,228
2005-04-01,228.6
2005-05-01,228.8
2005-06-01,229.8
2005-07-01,230.9
2005-08-01,231.3
2005-09-01,231.7
2005-10-01,233
2005-11-01,233.5
2005-12-01,233.2
2006-01-01,234.9
2006-02-01,235.7
2006-03-01,236.6
2006-04-01,237.1
2006-05-01,237.7
2006-06-01,239.2
2006-07-01,240.2
2006-08-01,240.9
2006-09-01,241.1
2006-10-01,240.9
2006-11-01,240.9
2006-12-01,241.2
2007-01-01,242.54
2007-02-01,243.793
2007-03-01,244.671
2007-04-01,245.265
2007-05-01,245.793
2007-06-01,247.45
2007-07-01,248.331
2007-08-01,248.555
2007-09-01,248.7
2007-10-01,248.878
2007-11-01,248.974
2007-12-01,249.225
2008-01-01,250.648
2008-02-01,251.527
2008-03-01,252.817
2008-04-01,253.426
2008-05-01,254.509
2008-06-01,256.668
2008-07-01,258.422
2008-08-01,258.638
2008-09-01,258.059
2008-10-01,257.559
2008-11-01,256.967
2008-12-01,256.731
2009-01-01,257.78
2009-02-01,258.328
2009-03-01,258.597
2009-04-01,258.466
2009-05-01,258.433
2009-06-01,259.544
2009-07-01,259.992
2009-08-01,260.355
2009-09-01,260.136
2009-10-01,259.844
2009-11-01,259.323
2009-12-01,259.055
2010-01-01,259.459
2010-02-01,259.792
2010-03-01,260.196
2010-04-01,260.42
2010-05-01,260.756
2010-06-01,261.756
2010-07-01,262.241
2010-08-01,262.421
2010-09-01,262.32
2010-10-01,261.927
2010-11-01,261.921
2010-12-01,262.074
2011-01-01,262.701
2011-02-01,263.48
2011-03-01,263.956
2011-04-01,264.256
2011-05-01,264.883
2011-06-01,265.928
2011-07-01,266.66
2011-08-01,267.271
2011-09-01,267.51
2011-10-01,267.352
2011-11-01,267.413
2011-12-01,267.737
2012-01-01,268.459
2012-02-01,268.819
2012-03-01,269.396
2012-04-01,269.901
2012-05-01,270.462
2012-06-01,271.737
2012-07-01,272.062
2012-08-01,272.56
2012-09-01,273.014
2012-10-01,273.066
2012-11-01,273.323
2012-12-01,273.694
2013-01-01,274.639
2013-02-01,275.521
2013-03-01,275.994
2013-04-01,276.268
2013-05-01,277.154
2013-06-01,278.277
2013-07-01,278.818
2013-08-01,279.23
2013-09-01,279.693
2013-10-01,279.582
2013-11-01,279.875
2013-12-01,280.102
2014-01-01,281.299
2014-02-01,282.147
2014-03-01,283.383
2014-04-01,283.637
2014-05-01,284.938
2014-06-01,285.998
2014-07-01,286.408
2014-08-01,286.427
2014-09-01,286.632
2014-10-01,286.672
2014-11-01,286.84
2014-12-01,287.129
2015-01-01,288.178
2015-02-01,288.8
2015-03-01,289.323
2015-04-01,290.063
2015-05-01,290.77
2015-06-01,292.162
2015-07-01,292.628
2015-08-01,292.861
2015-09-01,293.351
2015-10-01,293.683
2015-11-01,294.118
2015-12-01,294.263
2016-01-01,295.377
2016-02-01,296.351
2016-03-01,297.024
2016-04-01,297.797
2016-05-01,299.078
2016-06-01,300.48
2016-07-01,301.024
2016-08-01,301.699
2016-09-01,302.153
2016-10-01,302.307
2016-11-01,302.807
2016-12-01,303.272
2017-01-01,304.503
2017-02-01,305.71
2017-03-01,305.59
2017-04-01,306.142
2017-05-01,307.084
2017-06-01,308.263
2017-07-01,308.584
2017-08-01,309.334
2017-09-01,309.83
2017-10-01,310.283
2017-11-01,310.555
2017-12-01,311.138
2018-01-01,312.318
2018-02-01,313.608
2018-03-01,314.337
2018-04-01,314.807
2018-05-01,315.957
2018-06-01,317.004
2018-07-01,317.482
2018-08-01,317.932
2018-09-01,318.312
2018-10-01,318.699
2018-11-01,319.034
2018-12-01,319.794
2019-01-01,320.695
2019-02-01,321.623
2019-03-01,322.456
2019-04-01,323.228
2019-05-01,323.964
2019-06-01,325.218
2019-07-01,325.866
2019-08-01,326.489
2019-09-01,327.076
2019-10-01,327.744
2019-11-01,328.311
2019-12-01,328.603
2020-01-01,329.987
2020-02-01,331.139
2020-03-01,331.021
2020-04-01,329.866
2020-05-01,329.958
2020-06-01,331.166
2020-07-01,332.797
2020-08-01,333.141
2020-09-01,333.236
2020-10-01,333.385
2020-11-01,334.031
2020-12-01,334.03
2021-01-01,334.451
2021-02-01,335.655
2021-03-01,336.822
2021-04-01,338.518
2021-05-01,340.052
2021-06-01,341.863
2021-07-01,343.035
2021-08-01,343.246
2021-09-01,343.892
2021-10-01,345.54
2021-11-01,346.637
2021-12-01,347.429
2022-01-01,349.753
2022-02-01,351.754
2022-03-01,354.058
2022-04-01,356.71
2022-05-01,359.566
2022-06-01,363.133
2022-07-01,364.465
2022-08-01,366.622
2022-09-01,369.22
2022-10-01,370.542
2022-11-01,371.672
2022-12-01,373.549
2023-01-01,376.415
2023-02-01,378.481
2023-03-01,379.743
2023-04-01,380.99
2023-05-01,382.233
2023-06-01,383.972
2023-07-01,385.231
2023-08-01,386.4
2023-09-01,388.274
2023-10-01,389.278
2023-11-01,390.873
