"Date","CUUR0000SEFV"
1966-08-01,29.9
1966-09-01,30
1966-10-01,30.2
1966-11-01,30.3
1966-12-01,30.5
1967-01-01,30.6
1967-02-01,30.7
1967-03-01,30.8
1967-04-01,30.9
1967-05-01,31
1967-06-01,31.1
1967-07-01,31.3
1967-08-01,31.4
1967-09-01,31.5
1967-10-01,31.7
1967-11-01,31.8
1967-12-01,31.9
1968-01-01,32
1968-02-01,32.2
1968-03-01,32.3
1968-04-01,32.4
1968-05-01,32.6
1968-06-01,32.7
1968-07-01,32.9
1968-08-01,33.1
1968-09-01,33.3
1968-10-01,33.5
1968-11-01,33.6
1968-12-01,33.7
1969-01-01,33.8
1969-02-01,33.9
1969-03-01,34.1
1969-04-01,34.3
1969-05-01,34.4
1969-06-01,34.7
1969-07-01,34.9
1969-08-01,35.2
1969-09-01,35.4
1969-10-01,35.7
1969-11-01,35.9
1969-12-01,36.2
1970-01-01,36.3
1970-02-01,36.5
1970-03-01,36.8
1970-04-01,37.1
1970-05-01,37.3
1970-06-01,37.4
1970-07-01,37.7
1970-08-01,37.8
1970-09-01,38
1970-10-01,38.1
1970-11-01,38.3
1970-12-01,38.4
1971-01-01,38.6
1971-02-01,38.7
1971-03-01,38.8
1971-04-01,39
1971-05-01,39.2
1971-06-01,39.3
1971-07-01,39.5
1971-08-01,39.7
1971-09-01,39.9
1971-10-01,40
1971-11-01,40.1
1971-12-01,40.1
1972-01-01,40.2
1972-02-01,40.3
1972-03-01,40.4
1972-04-01,40.6
1972-05-01,40.8
1972-06-01,40.9
1972-07-01,41
1972-08-01,41.2
1972-09-01,41.4
1972-10-01,41.5
1972-11-01,41.7
1972-12-01,41.8
1973-01-01,41.9
1973-02-01,42.1
1973-03-01,42.4
1973-04-01,42.8
1973-05-01,43.4
1973-06-01,43.7
1973-07-01,44
1973-08-01,44.5
1973-09-01,45.3
1973-10-01,46.2
1973-11-01,46.8
1973-12-01,47.1
1974-01-01,47.4
1974-02-01,47.7
1974-03-01,48
1974-04-01,48.6
1974-05-01,49.1
1974-06-01,49.6
1974-07-01,50.1
1974-08-01,50.6
1974-09-01,51
1974-10-01,51.5
1974-11-01,51.9
1974-12-01,52.4
1975-01-01,52.8
1975-02-01,53.3
1975-03-01,53.5
1975-04-01,53.8
1975-05-01,54
1975-06-01,54.1
1975-07-01,54.4
1975-08-01,54.8
1975-09-01,55.2
1975-10-01,55.6
1975-11-01,56
1975-12-01,56.3
1976-01-01,56.5
1976-02-01,56.8
1976-03-01,57.1
1976-04-01,57.4
1976-05-01,57.8
1976-06-01,58
1976-07-01,58.4
1976-08-01,58.7
1976-09-01,59
1976-10-01,59.2
1976-11-01,59.4
1976-12-01,59.7
1977-01-01,60.1
1977-02-01,60.5
1977-03-01,61
1977-04-01,61.7
1977-05-01,62.3
1977-06-01,62.7
1977-07-01,63
1977-08-01,63.4
1977-09-01,63.7
1977-10-01,63.9
1977-11-01,64.2
1977-12-01,64.4
1978-01-01,65.1
1978-02-01,65.8
1978-03-01,66.3
1978-04-01,66.9
1978-05-01,67.4
1978-06-01,68.1
1978-07-01,68.7
1978-08-01,69.3
1978-09-01,69.8
1978-10-01,70.2
1978-11-01,70.6
1978-12-01,71.1
1979-01-01,71.9
1979-02-01,72.9
1979-03-01,73.8
1979-04-01,74.5
1979-05-01,75.3
1979-06-01,75.8
1979-07-01,76.5
1979-08-01,77
1979-09-01,77.4
1979-10-01,78
1979-11-01,78.5
1979-12-01,79.2
1980-01-01,80
1980-02-01,80.7
1980-03-01,81.5
1980-04-01,82.2
1980-05-01,82.7
1980-06-01,83.3
1980-07-01,83.7
1980-08-01,84.2
1980-09-01,84.8
1980-10-01,85.4
1980-11-01,86
1980-12-01,86.8
1981-01-01,87.8
1981-02-01,89
1981-03-01,89.4
1981-04-01,90.1
1981-05-01,90.4
1981-06-01,90.8
1981-07-01,91.4
1981-08-01,91.8
1981-09-01,92.1
1981-10-01,92.6
1981-11-01,92.9
1981-12-01,93
1982-01-01,93.7
1982-02-01,94.1
1982-03-01,94.5
1982-04-01,94.9
1982-05-01,95.3
1982-06-01,95.6
1982-07-01,96.1
1982-08-01,96.5
1982-09-01,96.8
1982-10-01,97.1
1982-11-01,97.3
1982-12-01,97.7
1983-01-01,98.3
1983-02-01,98.5
1983-03-01,98.9
1983-04-01,99.4
1983-05-01,99.6
1983-06-01,99.8
1983-07-01,99.9
1983-08-01,100.3
1983-09-01,100.7
1983-10-01,101.2
1983-11-01,101.5
1983-12-01,101.7
1984-01-01,102.3
1984-02-01,102.7
1984-03-01,103.1
1984-04-01,103.4
1984-05-01,103.9
1984-06-01,104.1
1984-07-01,104.5
1984-08-01,104.9
1984-09-01,104.9
1984-10-01,105.2
1984-11-01,105.5
1984-12-01,106
1985-01-01,106.2
1985-02-01,106.7
1985-03-01,107.1
1985-04-01,107.5
1985-05-01,107.9
1985-06-01,108.4
1985-07-01,108.5
1985-08-01,108.9
1985-09-01,109.4
1985-10-01,109.5
1985-11-01,109.8
1985-12-01,110
1986-01-01,110.4
1986-02-01,110.7
1986-03-01,111.1
1986-04-01,111.6
1986-05-01,112.1
1986-06-01,112.6
1986-07-01,112.8
1986-08-01,113.1
1986-09-01,113.5
1986-10-01,113.8
1986-11-01,114.3
1986-12-01,114.7
1987-01-01,115.2
1987-02-01,115.5
1987-03-01,115.9
1987-04-01,116.1
1987-05-01,116.4
1987-06-01,116.8
1987-07-01,117.2
1987-08-01,117.5
1987-09-01,118
1987-10-01,118.3
1987-11-01,118.6
1987-12-01,118.9
1988-01-01,119.3
1988-02-01,119.7
1988-03-01,120.2
1988-04-01,120.7
1988-05-01,121
1988-06-01,121.5
1988-07-01,122.1
1988-08-01,122.5
1988-09-01,123
1988-10-01,123.4
1988-11-01,123.7
1988-12-01,124.1
1989-01-01,124.7
1989-02-01,125.2
1989-03-01,125.7
1989-04-01,126.2
1989-05-01,126.7
1989-06-01,127.1
1989-07-01,127.8
1989-08-01,128.1
1989-09-01,128.8
1989-10-01,129.1
1989-11-01,129.5
1989-12-01,129.8
1990-01-01,130.3
1990-02-01,131
1990-03-01,131.8
1990-04-01,132.5
1990-05-01,133
1990-06-01,133.4
1990-07-01,133.9
1990-08-01,134.3
1990-09-01,134.6
1990-10-01,135
1990-11-01,135.4
1990-12-01,135.7
1991-01-01,135.8
1991-02-01,136.2
1991-03-01,136.5
1991-04-01,137.1
1991-05-01,137.5
1991-06-01,137.9
1991-07-01,138.4
1991-08-01,138.7
1991-09-01,138.9
1991-10-01,139.1
1991-11-01,139.3
1991-12-01,139.6
1992-01-01,139.7
1992-02-01,139.9
1992-03-01,140.1
1992-04-01,140.2
1992-05-01,140.4
1992-06-01,140.7
1992-07-01,140.8
1992-08-01,141
1992-09-01,141.2
1992-10-01,141.3
1992-11-01,141.5
1992-12-01,141.6
1993-01-01,142
1993-02-01,142.2
1993-03-01,142.4
1993-04-01,142.7
1993-05-01,142.9
1993-06-01,143.2
1993-07-01,143.4
1993-08-01,143.6
1993-09-01,143.8
1993-10-01,144
1993-11-01,144.2
1993-12-01,144.3
1994-01-01,144.5
1994-02-01,144.6
1994-03-01,144.8
1994-04-01,145.1
1994-05-01,145.3
1994-06-01,145.5
1994-07-01,145.6
1994-08-01,145.9
1994-09-01,146.2
1994-10-01,146.4
1994-11-01,146.8
1994-12-01,147.1
1995-01-01,147.4
1995-02-01,147.6
1995-03-01,148.1
1995-04-01,148.3
1995-05-01,148.6
1995-06-01,148.8
1995-07-01,149.1
1995-08-01,149.4
1995-09-01,149.6
1995-10-01,150
1995-11-01,150.2
1995-12-01,150.4
1996-01-01,150.6
1996-02-01,150.9
1996-03-01,151.2
1996-04-01,151.6
1996-05-01,152
1996-06-01,152.3
1996-07-01,152.8
1996-08-01,153.1
1996-09-01,153.5
1996-10-01,154.2
1996-11-01,154.7
1996-12-01,155
1997-01-01,155.3
1997-02-01,155.6
1997-03-01,156
1997-04-01,156.2
1997-05-01,156.3
1997-06-01,156.6
1997-07-01,157.1
1997-08-01,157.4
1997-09-01,157.8
1997-10-01,158.2
1997-11-01,158.6
1997-12-01,159
1998-01-01,159.2
1998-02-01,159.6
1998-03-01,159.9
1998-04-01,160.2
1998-05-01,160.6
1998-06-01,160.7
1998-07-01,161.1
1998-08-01,161.5
1998-09-01,162.1
1998-10-01,162.3
1998-11-01,162.6
1998-12-01,163
1999-01-01,163.5
1999-02-01,163.8
1999-03-01,164.2
1999-04-01,164.5
1999-05-01,164.6
1999-06-01,164.6
1999-07-01,165.1
1999-08-01,165.6
1999-09-01,165.8
1999-10-01,166.2
1999-11-01,166.5
1999-12-01,166.8
2000-01-01,167.2
2000-02-01,167.6
2000-03-01,167.9
2000-04-01,168.1
2000-05-01,168.3
2000-06-01,168.6
2000-07-01,169.1
2000-08-01,169.5
2000-09-01,170
2000-10-01,170.3
2000-11-01,170.4
2000-12-01,170.8
2001-01-01,171.4
2001-02-01,171.8
2001-03-01,172.3
2001-04-01,172.7
2001-05-01,173.1
2001-06-01,173.6
2001-07-01,174.1
2001-08-01,174.7
2001-09-01,175.1
2001-10-01,175.6
2001-11-01,175.8
2001-12-01,176
2002-01-01,176.4
2002-02-01,177
2002-03-01,177.1
2002-04-01,177.2
2002-05-01,177.6
2002-06-01,178.2
2002-07-01,178.5
2002-08-01,178.8
2002-09-01,179.2
2002-10-01,179.6
2002-11-01,179.8
2002-12-01,180.1
2003-01-01,179.9
2003-02-01,180.7
2003-03-01,181
2003-04-01,181.1
2003-05-01,181.5
2003-06-01,181.9
2003-07-01,182.3
2003-08-01,182.6
2003-09-01,182.8
2003-10-01,183.3
2003-11-01,183.8
2003-12-01,184.3
2004-01-01,184.9
2004-02-01,185.5
2004-03-01,185.8
2004-04-01,186.2
2004-05-01,186.7
2004-06-01,187
2004-07-01,187.8
2004-08-01,188.4
2004-09-01,188.9
2004-10-01,189.4
2004-11-01,189.6
2004-12-01,189.9
2005-01-01,190.8
2005-02-01,191.4
2005-03-01,191.7
2005-04-01,192.1
2005-05-01,192.6
2005-06-01,193.2
2005-07-01,193.6
2005-08-01,194.2
2005-09-01,194.6
2005-10-01,195.2
2005-11-01,195.6
2005-12-01,196
2006-01-01,196.6
2006-02-01,197.2
2006-03-01,197.6
2006-04-01,198
2006-05-01,198.7
2006-06-01,199.2
2006-07-01,199.7
2006-08-01,200.2
2006-09-01,200.5
2006-10-01,201.1
2006-11-01,201.6
2006-12-01,202.2
2007-01-01,203.171
2007-02-01,203.909
2007-03-01,204.082
2007-04-01,204.725
2007-05-01,205.233
2007-06-01,205.934
2007-07-01,206.931
2007-08-01,207.756
2007-09-01,208.805
2007-10-01,209.275
2007-11-01,209.854
2007-12-01,210.233
2008-01-01,211.07
2008-02-01,211.878
2008-03-01,212.537
2008-04-01,213.083
2008-05-01,213.967
2008-06-01,215.015
2008-07-01,216.376
2008-08-01,217.063
2008-09-01,218.225
2008-10-01,219.29
2008-11-01,220.043
2008-12-01,220.684
2009-01-01,221.319
2009-02-01,221.968
2009-03-01,222.216
2009-04-01,222.905
2009-05-01,223.023
2009-06-01,223.163
2009-07-01,223.345
2009-08-01,223.675
2009-09-01,224.003
2009-10-01,224.224
2009-11-01,224.633
2009-12-01,224.789
2010-01-01,224.916
2010-02-01,225.081
2010-03-01,224.991
2010-04-01,225.276
2010-05-01,225.573
2010-06-01,225.797
2010-07-01,225.71
2010-08-01,226.422
2010-09-01,227.075
2010-10-01,227.287
2010-11-01,227.512
2010-12-01,227.722
2011-01-01,228.181
2011-02-01,228.606
2011-03-01,229.282
2011-04-01,230.082
2011-05-01,230.501
2011-06-01,231.097
2011-07-01,231.58
2011-08-01,232.513
2011-09-01,233.032
2011-10-01,233.459
2011-11-01,234.046
2011-12-01,234.435
2012-01-01,235.268
2012-02-01,235.603
2012-03-01,236.073
2012-04-01,236.695
2012-05-01,237.262
2012-06-01,237.839
2012-07-01,238.337
2012-08-01,239.057
2012-09-01,239.565
2012-10-01,239.742
2012-11-01,240.038
2012-12-01,240.359
2013-01-01,240.713
2013-02-01,240.93
2013-03-01,241.409
2013-04-01,242.236
2013-05-01,242.642
2013-06-01,243.016
2013-07-01,243.409
2013-08-01,243.811
2013-09-01,244.036
2013-10-01,244.35
2013-11-01,244.97
2013-12-01,245.3
2014-01-01,245.481
2014-02-01,246.187
2014-03-01,246.878
2014-04-01,247.534
2014-05-01,247.952
2014-06-01,248.445
2014-07-01,249.21
2014-08-01,249.801
2014-09-01,250.57
2014-10-01,251.1
2014-11-01,251.987
2014-12-01,252.628
2015-01-01,253.037
2015-02-01,253.719
2015-03-01,254.108
2015-04-01,254.727
2015-05-01,255.322
2015-06-01,255.846
2015-07-01,255.905
2015-08-01,256.449
2015-09-01,257.83
2015-10-01,258.363
2015-11-01,258.805
2015-12-01,259.097
2016-01-01,259.958
2016-02-01,260.319
2016-03-01,260.883
2016-04-01,261.517
2016-05-01,262.074
2016-06-01,262.529
2016-07-01,263.051
2016-08-01,263.649
2016-09-01,264.102
2016-10-01,264.459
2016-11-01,264.699
2016-12-01,265.104
2017-01-01,266.079
2017-02-01,266.626
2017-03-01,267.055
2017-04-01,267.652
2017-05-01,268.128
2017-06-01,268.225
2017-07-01,268.649
2017-08-01,269.522
2017-09-01,270.353
2017-10-01,270.658
2017-11-01,271.152
2017-12-01,271.811
2018-01-01,272.772
2018-02-01,273.435
2018-03-01,273.733
2018-04-01,274.393
2018-05-01,275.307
2018-06-01,275.808
2018-07-01,276.125
2018-08-01,276.648
2018-09-01,277.258
2018-10-01,277.513
2018-11-01,278.306
2018-12-01,279.419
2019-01-01,280.38
2019-02-01,281.373
2019-03-01,281.887
2019-04-01,282.798
2019-05-01,283.394
2019-06-01,284.316
2019-07-01,284.891
2019-08-01,285.507
2019-09-01,286.246
2019-10-01,286.791
2019-11-01,287.255
2019-12-01,288.078
2020-01-01,289.137
2020-02-01,289.781
2020-03-01,290.216
2020-04-01,290.639
2020-05-01,291.709
2020-06-01,293.219
2020-07-01,294.599
2020-08-01,295.437
2020-09-01,297.08
2020-10-01,297.893
2020-11-01,298.253
2020-12-01,299.369
2021-01-01,300.382
2021-02-01,300.54
2021-03-01,300.897
2021-04-01,301.819
2021-05-01,303.481
2021-06-01,305.634
2021-07-01,308.023
2021-08-01,309.336
2021-09-01,310.996
2021-10-01,313.592
2021-11-01,315.481
2021-12-01,317.372
2022-01-01,319.471
2022-02-01,320.88
2022-03-01,321.689
2022-04-01,323.559
2022-05-01,325.952
2022-06-01,329.033
2022-07-01,331.342
2022-08-01,334.212
2022-09-01,337.369
2022-10-01,340.532
2022-11-01,342.266
2022-12-01,343.559
2023-01-01,345.677
2023-02-01,347.869
2023-03-01,349.944
2023-04-01,351.237
2023-05-01,352.892
2023-06-01,354.245
2023-07-01,354.862
2023-08-01,356.083
2023-09-01,357.488
2023-10-01,358.824
2023-11-01,360.383
