"Date","CUURA103SAM"
1962-04-01,24.8
1962-05-01,NA
1962-06-01,NA
1962-07-01,24.8
1962-08-01,NA
1962-09-01,NA
1962-10-01,24.9
1962-11-01,NA
1962-12-01,NA
1963-01-01,24.9
1963-02-01,NA
1963-03-01,NA
1963-04-01,25.3
1963-05-01,NA
1963-06-01,NA
1963-07-01,25.3
1963-08-01,NA
1963-09-01,NA
1963-10-01,25.5
1963-11-01,NA
1963-12-01,NA
1964-01-01,25.6
1964-02-01,NA
1964-03-01,NA
1964-04-01,25.9
1964-05-01,NA
1964-06-01,NA
1964-07-01,25.9
1964-08-01,NA
1964-09-01,NA
1964-10-01,26.5
1964-11-01,NA
1964-12-01,NA
1965-01-01,26.8
1965-02-01,NA
1965-03-01,NA
1965-04-01,26.8
1965-05-01,NA
1965-06-01,NA
1965-07-01,27.1
1965-08-01,NA
1965-09-01,NA
1965-10-01,27.3
1965-11-01,NA
1965-12-01,NA
1966-01-01,27.4
1966-02-01,NA
1966-03-01,NA
1966-04-01,27.9
1966-05-01,NA
1966-06-01,NA
1966-07-01,28
1966-08-01,NA
1966-09-01,NA
1966-10-01,28.8
1966-11-01,NA
1966-12-01,NA
1967-01-01,29.3
1967-02-01,NA
1967-03-01,NA
1967-04-01,29.3
1967-05-01,NA
1967-06-01,NA
1967-07-01,29.9
1967-08-01,NA
1967-09-01,NA
1967-10-01,31
1967-11-01,NA
1967-12-01,NA
1968-01-01,31.7
1968-02-01,NA
1968-03-01,NA
1968-04-01,31.8
1968-05-01,NA
1968-06-01,NA
1968-07-01,32.2
1968-08-01,NA
1968-09-01,NA
1968-10-01,33.6
1968-11-01,NA
1968-12-01,NA
1969-01-01,34.2
1969-02-01,NA
1969-03-01,NA
1969-04-01,34.5
1969-05-01,NA
1969-06-01,NA
1969-07-01,34.9
1969-08-01,NA
1969-09-01,NA
1969-10-01,36
1969-11-01,NA
1969-12-01,NA
1970-01-01,36.5
1970-02-01,NA
1970-03-01,NA
1970-04-01,36.8
1970-05-01,NA
1970-06-01,NA
1970-07-01,37.2
1970-08-01,NA
1970-09-01,NA
1970-10-01,38.5
1970-11-01,NA
1970-12-01,NA
1971-01-01,38.8
1971-02-01,NA
1971-03-01,NA
1971-04-01,39.2
1971-05-01,NA
1971-06-01,NA
1971-07-01,39.4
1971-08-01,NA
1971-09-01,NA
1971-10-01,39.2
1971-11-01,NA
1971-12-01,NA
1972-01-01,40
1972-02-01,NA
1972-03-01,NA
1972-04-01,40.4
1972-05-01,NA
1972-06-01,NA
1972-07-01,40.5
1972-08-01,NA
1972-09-01,NA
1972-10-01,40.9
1972-11-01,NA
1972-12-01,NA
1973-01-01,41.2
1973-02-01,NA
1973-03-01,NA
1973-04-01,41.4
1973-05-01,NA
1973-06-01,NA
1973-07-01,41.6
1973-08-01,NA
1973-09-01,NA
1973-10-01,42.5
1973-11-01,NA
1973-12-01,NA
1974-01-01,42.8
1974-02-01,NA
1974-03-01,NA
1974-04-01,43.3
1974-05-01,NA
1974-06-01,NA
1974-07-01,44.7
1974-08-01,NA
1974-09-01,NA
1974-10-01,46.6
1974-11-01,NA
1974-12-01,NA
1975-01-01,47.9
1975-02-01,NA
1975-03-01,NA
1975-04-01,49.2
1975-05-01,NA
1975-06-01,NA
1975-07-01,50.2
1975-08-01,NA
1975-09-01,NA
1975-10-01,51.9
1975-11-01,NA
1975-12-01,NA
1976-01-01,51.6
1976-02-01,NA
1976-03-01,NA
1976-04-01,51.8
1976-05-01,NA
1976-06-01,NA
1976-07-01,53.9
1976-08-01,NA
1976-09-01,NA
1976-10-01,54.9
1976-11-01,NA
1976-12-01,NA
1977-01-01,56.2
1977-02-01,NA
1977-03-01,NA
1977-04-01,56.9
1977-05-01,NA
1977-06-01,NA
1977-07-01,57.9
1977-08-01,NA
1977-09-01,NA
1977-10-01,59.2
1977-11-01,NA
1977-12-01,NA
1978-01-01,59.4
1978-02-01,NA
1978-03-01,59.8
1978-04-01,NA
1978-05-01,60.6
1978-06-01,NA
1978-07-01,61.5
1978-08-01,NA
1978-09-01,62.8
1978-10-01,NA
1978-11-01,66.1
1978-12-01,NA
1979-01-01,66.9
1979-02-01,NA
1979-03-01,67.7
1979-04-01,NA
1979-05-01,68.2
1979-06-01,NA
1979-07-01,69.8
1979-08-01,NA
1979-09-01,70.2
1979-10-01,NA
1979-11-01,72.1
1979-12-01,NA
1980-01-01,74.3
1980-02-01,NA
1980-03-01,74.9
1980-04-01,NA
1980-05-01,76.6
1980-06-01,NA
1980-07-01,76.4
1980-08-01,NA
1980-09-01,76.5
1980-10-01,NA
1980-11-01,80.9
1980-12-01,NA
1981-01-01,81.6
1981-02-01,NA
1981-03-01,82
1981-04-01,NA
1981-05-01,82.3
1981-06-01,NA
1981-07-01,82.7
1981-08-01,NA
1981-09-01,83.4
1981-10-01,NA
1981-11-01,88
1981-12-01,NA
1982-01-01,90.3
1982-02-01,NA
1982-03-01,90.6
1982-04-01,NA
1982-05-01,91.4
1982-06-01,NA
1982-07-01,93.2
1982-08-01,NA
1982-09-01,93.4
1982-10-01,NA
1982-11-01,95.1
1982-12-01,NA
1983-01-01,96.9
1983-02-01,NA
1983-03-01,96.6
1983-04-01,NA
1983-05-01,96.9
1983-06-01,NA
1983-07-01,98.3
1983-08-01,NA
1983-09-01,100.3
1983-10-01,NA
1983-11-01,102.1
1983-12-01,NA
1984-01-01,104.2
1984-02-01,NA
1984-03-01,106.7
1984-04-01,NA
1984-05-01,107.8
1984-06-01,NA
1984-07-01,109.4
1984-08-01,NA
1984-09-01,109.1
1984-10-01,NA
1984-11-01,112.2
1984-12-01,NA
1985-01-01,112.2
1985-02-01,NA
1985-03-01,119.7
1985-04-01,NA
1985-05-01,121.5
1985-06-01,NA
1985-07-01,121.6
1985-08-01,NA
1985-09-01,120.9
1985-10-01,NA
1985-11-01,123.5
1985-12-01,NA
1986-01-01,126.5
1986-02-01,NA
1986-03-01,130.2
1986-04-01,NA
1986-05-01,131.9
1986-06-01,NA
1986-07-01,132.9
1986-08-01,NA
1986-09-01,133.8
1986-10-01,NA
1986-11-01,133.5
1986-12-01,NA
1987-01-01,135
1987-02-01,NA
1987-03-01,137.7
1987-04-01,NA
1987-05-01,138.5
1987-06-01,NA
1987-07-01,138.7
1987-08-01,NA
1987-09-01,139.4
1987-10-01,NA
1987-11-01,143.3
1987-12-01,NA
1988-01-01,146.2
1988-02-01,NA
1988-03-01,149.3
1988-04-01,NA
1988-05-01,150.7
1988-06-01,NA
1988-07-01,153.4
1988-08-01,NA
1988-09-01,155
1988-10-01,NA
1988-11-01,154.9
1988-12-01,NA
1989-01-01,157.7
1989-02-01,NA
1989-03-01,160.3
1989-04-01,NA
1989-05-01,164.3
1989-06-01,NA
1989-07-01,166.4
1989-08-01,NA
1989-09-01,169.3
1989-10-01,NA
1989-11-01,170.1
1989-12-01,NA
1990-01-01,173.2
1990-02-01,NA
1990-03-01,177.9
1990-04-01,NA
1990-05-01,181.7
1990-06-01,NA
1990-07-01,182.3
1990-08-01,NA
1990-09-01,182.7
1990-10-01,NA
1990-11-01,187.5
1990-12-01,NA
1991-01-01,189.7
1991-02-01,NA
1991-03-01,198.4
1991-04-01,NA
1991-05-01,201.8
1991-06-01,NA
1991-07-01,205.4
1991-08-01,NA
1991-09-01,204.6
1991-10-01,NA
1991-11-01,210.4
1991-12-01,NA
1992-01-01,213.8
1992-02-01,NA
1992-03-01,218.6
1992-04-01,NA
1992-05-01,223.9
1992-06-01,NA
1992-07-01,223.9
1992-08-01,NA
1992-09-01,227.4
1992-10-01,NA
1992-11-01,232.5
1992-12-01,NA
1993-01-01,233.9
1993-02-01,NA
1993-03-01,232.7
1993-04-01,NA
1993-05-01,237.7
1993-06-01,NA
1993-07-01,240.1
1993-08-01,NA
1993-09-01,240.2
1993-10-01,NA
1993-11-01,246.1
1993-12-01,NA
1994-01-01,247.3
1994-02-01,NA
1994-03-01,249.3
1994-04-01,NA
1994-05-01,250.4
1994-06-01,NA
1994-07-01,250.2
1994-08-01,NA
1994-09-01,251.8
1994-10-01,NA
1994-11-01,255
1994-12-01,NA
1995-01-01,257.9
1995-02-01,NA
1995-03-01,262.7
1995-04-01,NA
1995-05-01,265.1
1995-06-01,NA
1995-07-01,266.7
1995-08-01,NA
1995-09-01,265.9
1995-10-01,NA
1995-11-01,273.9
1995-12-01,NA
1996-01-01,275.2
1996-02-01,NA
1996-03-01,278.5
1996-04-01,NA
1996-05-01,278.5
1996-06-01,NA
1996-07-01,279.8
1996-08-01,NA
1996-09-01,282.3
1996-10-01,NA
1996-11-01,286.5
1996-12-01,NA
1997-01-01,291.4
1997-02-01,NA
1997-03-01,289.8
1997-04-01,NA
1997-05-01,292
1997-06-01,NA
1997-07-01,292.8
1997-08-01,NA
1997-09-01,291.8
1997-10-01,NA
1997-11-01,298.2
1997-12-01,NA
1998-01-01,303.5
1998-02-01,NA
1998-03-01,308.9
1998-04-01,NA
1998-05-01,313.6
1998-06-01,NA
1998-07-01,316.3
1998-08-01,NA
1998-09-01,316.5
1998-10-01,NA
1998-11-01,320
1998-12-01,NA
1999-01-01,322.7
1999-02-01,NA
1999-03-01,327.2
1999-04-01,NA
1999-05-01,326.7
1999-06-01,NA
1999-07-01,330.1
1999-08-01,NA
1999-09-01,331.9
1999-10-01,NA
1999-11-01,337.2
1999-12-01,NA
2000-01-01,343.5
2000-02-01,NA
2000-03-01,344.3
2000-04-01,NA
2000-05-01,344.8
2000-06-01,NA
2000-07-01,346.3
2000-08-01,NA
2000-09-01,353.1
2000-10-01,NA
2000-11-01,355.6
2000-12-01,NA
2001-01-01,359.9
2001-02-01,NA
2001-03-01,364.3
2001-04-01,NA
2001-05-01,369.4
2001-06-01,NA
2001-07-01,368.6
2001-08-01,NA
2001-09-01,369
2001-10-01,NA
2001-11-01,373.9
2001-12-01,NA
2002-01-01,377.7
2002-02-01,NA
2002-03-01,374.1
2002-04-01,NA
2002-05-01,383.8
2002-06-01,NA
2002-07-01,385
2002-08-01,NA
2002-09-01,385.4
2002-10-01,NA
2002-11-01,391
2002-12-01,NA
2003-01-01,391.8
2003-02-01,NA
2003-03-01,392.5
2003-04-01,NA
2003-05-01,395.8
2003-06-01,NA
2003-07-01,397.7
2003-08-01,NA
2003-09-01,399.2
2003-10-01,NA
2003-11-01,405.3
2003-12-01,NA
2004-01-01,412.2
2004-02-01,NA
2004-03-01,412.6
2004-04-01,NA
2004-05-01,412.8
2004-06-01,NA
2004-07-01,415
2004-08-01,NA
2004-09-01,418.2
2004-10-01,NA
2004-11-01,423.5
2004-12-01,NA
2005-01-01,430.4
2005-02-01,NA
2005-03-01,433.7
2005-04-01,NA
2005-05-01,435
2005-06-01,NA
2005-07-01,435.8
2005-08-01,NA
2005-09-01,438.8
2005-10-01,NA
2005-11-01,447
2005-12-01,NA
2006-01-01,447
2006-02-01,NA
2006-03-01,454.5
2006-04-01,NA
2006-05-01,456.7
2006-06-01,NA
2006-07-01,457.8
2006-08-01,NA
2006-09-01,459.7
2006-10-01,NA
2006-11-01,462.4
2006-12-01,NA
2007-01-01,471.633
2007-02-01,NA
2007-03-01,475.155
2007-04-01,NA
2007-05-01,478.927
2007-06-01,NA
2007-07-01,481.59
2007-08-01,NA
2007-09-01,488.441
2007-10-01,NA
2007-11-01,489.806
2007-12-01,NA
2008-01-01,495.676
2008-02-01,NA
2008-03-01,497.417
2008-04-01,NA
2008-05-01,495.465
2008-06-01,NA
2008-07-01,499.036
2008-08-01,NA
2008-09-01,501.884
2008-10-01,NA
2008-11-01,508.622
2008-12-01,NA
2009-01-01,516.913
2009-02-01,NA
2009-03-01,521.024
2009-04-01,NA
2009-05-01,524.58
2009-06-01,NA
2009-07-01,527.184
2009-08-01,NA
2009-09-01,530.186
2009-10-01,NA
2009-11-01,531.38
2009-12-01,NA
2010-01-01,540.176
2010-02-01,NA
2010-03-01,548.245
2010-04-01,NA
2010-05-01,549.444
2010-06-01,NA
2010-07-01,549.441
2010-08-01,NA
2010-09-01,550.93
2010-10-01,NA
2010-11-01,552.253
2010-12-01,NA
2011-01-01,555.738
2011-02-01,NA
2011-03-01,557.644
2011-04-01,NA
2011-05-01,564.269
2011-06-01,NA
2011-07-01,560.056
2011-08-01,NA
2011-09-01,566.869
2011-10-01,NA
2011-11-01,566.915
2011-12-01,NA
2012-01-01,568.474
2012-02-01,NA
2012-03-01,567.37
2012-04-01,NA
2012-05-01,568.037
2012-06-01,NA
2012-07-01,571.101
2012-08-01,NA
2012-09-01,573.953
2012-10-01,NA
2012-11-01,576.195
2012-12-01,NA
2013-01-01,583.772
2013-02-01,NA
2013-03-01,587.466
2013-04-01,NA
2013-05-01,588.725
2013-06-01,NA
2013-07-01,587.138
2013-08-01,NA
2013-09-01,587.191
2013-10-01,NA
2013-11-01,585.911
2013-12-01,NA
2014-01-01,581.779
2014-02-01,NA
2014-03-01,585.702
2014-04-01,NA
2014-05-01,588.757
2014-06-01,NA
2014-07-01,589.062
2014-08-01,NA
2014-09-01,588.82
2014-10-01,NA
2014-11-01,597.061
2014-12-01,NA
2015-01-01,598.852
2015-02-01,NA
2015-03-01,596.534
2015-04-01,NA
2015-05-01,599.276
2015-06-01,NA
2015-07-01,604.047
2015-08-01,NA
2015-09-01,606.668
2015-10-01,NA
2015-11-01,636.328
2015-12-01,NA
2016-01-01,627.587
2016-02-01,NA
2016-03-01,632.357
2016-04-01,NA
2016-05-01,637.085
2016-06-01,NA
2016-07-01,635.449
2016-08-01,NA
2016-09-01,634.331
2016-10-01,NA
2016-11-01,633.165
2016-12-01,NA
2017-01-01,635.944
2017-02-01,NA
2017-03-01,637.16
2017-04-01,NA
2017-05-01,635.502
2017-06-01,NA
2017-07-01,639.112
2017-08-01,NA
2017-09-01,644.047
2017-10-01,NA
2017-11-01,646.503
2017-12-01,NA
2018-01-01,647.732
2018-02-01,NA
2018-03-01,649.34
2018-04-01,NA
2018-05-01,649.745
2018-06-01,NA
2018-07-01,654.22
2018-08-01,NA
2018-09-01,651.678
2018-10-01,NA
2018-11-01,656.108
2018-12-01,NA
2019-01-01,655.374
2019-02-01,NA
2019-03-01,659.055
2019-04-01,NA
2019-05-01,675.683
2019-06-01,NA
2019-07-01,685.157
2019-08-01,NA
2019-09-01,690.706
2019-10-01,NA
2019-11-01,701.424
2019-12-01,NA
2020-01-01,703.603
2020-02-01,NA
2020-03-01,713.316
2020-04-01,NA
2020-05-01,698.016
2020-06-01,NA
2020-07-01,695.7
2020-08-01,NA
2020-09-01,694.815
2020-10-01,NA
2020-11-01,692.641
2020-12-01,NA
2021-01-01,693.754
2021-02-01,NA
2021-03-01,697.383
2021-04-01,NA
2021-05-01,698.88
2021-06-01,NA
2021-07-01,695.077
2021-08-01,NA
2021-09-01,700.889
2021-10-01,NA
2021-11-01,704.062
2021-12-01,NA
2022-01-01,714.612
2022-02-01,NA
2022-03-01,723.561
2022-04-01,NA
2022-05-01,733.033
2022-06-01,NA
2022-07-01,743.091
2022-08-01,NA
2022-09-01,748.394
2022-10-01,NA
2022-11-01,744.951
2022-12-01,NA
2023-01-01,758.152
2023-02-01,NA
2023-03-01,740.012
2023-04-01,NA
2023-05-01,735.775
2023-06-01,NA
2023-07-01,730.194
2023-08-01,NA
2023-09-01,724.393
2023-10-01,NA
2023-11-01,723.438
