"Date","CUURA103SAH1"
1970-09-01,NA
1970-10-01,41.1
1970-11-01,NA
1970-12-01,NA
1971-01-01,41.9
1971-02-01,NA
1971-03-01,NA
1971-04-01,41.6
1971-05-01,NA
1971-06-01,NA
1971-07-01,42.2
1971-08-01,NA
1971-09-01,NA
1971-10-01,44.5
1971-11-01,NA
1971-12-01,NA
1972-01-01,44.9
1972-02-01,NA
1972-03-01,NA
1972-04-01,45
1972-05-01,NA
1972-06-01,NA
1972-07-01,45.4
1972-08-01,NA
1972-09-01,NA
1972-10-01,46
1972-11-01,NA
1972-12-01,NA
1973-01-01,46.9
1973-02-01,NA
1973-03-01,NA
1973-04-01,46.6
1973-05-01,NA
1973-06-01,NA
1973-07-01,46.7
1973-08-01,NA
1973-09-01,NA
1973-10-01,48.6
1973-11-01,NA
1973-12-01,NA
1974-01-01,49.4
1974-02-01,NA
1974-03-01,NA
1974-04-01,49.2
1974-05-01,NA
1974-06-01,NA
1974-07-01,50.5
1974-08-01,NA
1974-09-01,NA
1974-10-01,51
1974-11-01,NA
1974-12-01,NA
1975-01-01,51.7
1975-02-01,NA
1975-03-01,NA
1975-04-01,52.6
1975-05-01,NA
1975-06-01,NA
1975-07-01,53.3
1975-08-01,NA
1975-09-01,NA
1975-10-01,53.6
1975-11-01,NA
1975-12-01,NA
1976-01-01,53.9
1976-02-01,NA
1976-03-01,NA
1976-04-01,54.1
1976-05-01,NA
1976-06-01,NA
1976-07-01,55
1976-08-01,NA
1976-09-01,NA
1976-10-01,55.4
1976-11-01,NA
1976-12-01,NA
1977-01-01,57.6
1977-02-01,NA
1977-03-01,NA
1977-04-01,57.8
1977-05-01,NA
1977-06-01,NA
1977-07-01,58.9
1977-08-01,NA
1977-09-01,NA
1977-10-01,58.8
1977-11-01,NA
1977-12-01,NA
1978-01-01,60
1978-02-01,NA
1978-03-01,61.3
1978-04-01,NA
1978-05-01,61.8
1978-06-01,NA
1978-07-01,62.2
1978-08-01,NA
1978-09-01,63.1
1978-10-01,NA
1978-11-01,65.5
1978-12-01,NA
1979-01-01,67.6
1979-02-01,NA
1979-03-01,67
1979-04-01,NA
1979-05-01,66.7
1979-06-01,NA
1979-07-01,66.9
1979-08-01,NA
1979-09-01,69.1
1979-10-01,NA
1979-11-01,72.1
1979-12-01,NA
1980-01-01,73.2
1980-02-01,NA
1980-03-01,75.8
1980-04-01,NA
1980-05-01,77
1980-06-01,NA
1980-07-01,78.9
1980-08-01,NA
1980-09-01,80.2
1980-10-01,NA
1980-11-01,81.7
1980-12-01,NA
1981-01-01,85.1
1981-02-01,NA
1981-03-01,86.3
1981-04-01,NA
1981-05-01,86.4
1981-06-01,NA
1981-07-01,89.9
1981-08-01,NA
1981-09-01,94.3
1981-10-01,NA
1981-11-01,92.8
1981-12-01,NA
1982-01-01,91.2
1982-02-01,NA
1982-03-01,83.3
1982-04-01,NA
1982-05-01,87.6
1982-06-01,NA
1982-07-01,92.3
1982-08-01,NA
1982-09-01,95.4
1982-10-01,NA
1982-11-01,97.2
1982-12-01,NA
1983-01-01,99.9
1983-02-01,NA
1983-03-01,99.1
1983-04-01,NA
1983-05-01,100.4
1983-06-01,NA
1983-07-01,101
1983-08-01,NA
1983-09-01,102.8
1983-10-01,NA
1983-11-01,104.4
1983-12-01,NA
1984-01-01,104.7
1984-02-01,NA
1984-03-01,105.3
1984-04-01,NA
1984-05-01,106.1
1984-06-01,NA
1984-07-01,106.9
1984-08-01,NA
1984-09-01,108.2
1984-10-01,NA
1984-11-01,109.5
1984-12-01,NA
1985-01-01,110.5
1985-02-01,NA
1985-03-01,111.8
1985-04-01,NA
1985-05-01,112.3
1985-06-01,NA
1985-07-01,115.7
1985-08-01,NA
1985-09-01,116.7
1985-10-01,NA
1985-11-01,118.4
1985-12-01,NA
1986-01-01,117.5
1986-02-01,NA
1986-03-01,120.7
1986-04-01,NA
1986-05-01,120.9
1986-06-01,NA
1986-07-01,120.7
1986-08-01,NA
1986-09-01,124.7
1986-10-01,NA
1986-11-01,126.6
1986-12-01,NA
1987-01-01,127.9
1987-02-01,NA
1987-03-01,128
1987-04-01,NA
1987-05-01,127.4
1987-06-01,NA
1987-07-01,129.6
1987-08-01,NA
1987-09-01,134.7
1987-10-01,NA
1987-11-01,135.5
1987-12-01,NA
1988-01-01,135.8
1988-02-01,NA
1988-03-01,136.6
1988-04-01,NA
1988-05-01,139.9
1988-06-01,NA
1988-07-01,141.6
1988-08-01,NA
1988-09-01,143.9
1988-10-01,NA
1988-11-01,144.7
1988-12-01,NA
1989-01-01,148.3
1989-02-01,NA
1989-03-01,150.8
1989-04-01,NA
1989-05-01,148.8
1989-06-01,NA
1989-07-01,149.2
1989-08-01,NA
1989-09-01,153.5
1989-10-01,NA
1989-11-01,153.7
1989-12-01,NA
1990-01-01,154.1
1990-02-01,NA
1990-03-01,155.2
1990-04-01,NA
1990-05-01,156.2
1990-06-01,NA
1990-07-01,159
1990-08-01,NA
1990-09-01,158.9
1990-10-01,NA
1990-11-01,159.8
1990-12-01,NA
1991-01-01,161.4
1991-02-01,NA
1991-03-01,162.6
1991-04-01,NA
1991-05-01,161.7
1991-06-01,NA
1991-07-01,162.8
1991-08-01,NA
1991-09-01,162.9
1991-10-01,NA
1991-11-01,159.7
1991-12-01,NA
1992-01-01,160
1992-02-01,NA
1992-03-01,165.2
1992-04-01,NA
1992-05-01,163.8
1992-06-01,NA
1992-07-01,166.4
1992-08-01,NA
1992-09-01,165.9
1992-10-01,NA
1992-11-01,165.2
1992-12-01,NA
1993-01-01,167.2
1993-02-01,NA
1993-03-01,167.6
1993-04-01,NA
1993-05-01,166.1
1993-06-01,NA
1993-07-01,168.2
1993-08-01,NA
1993-09-01,167.5
1993-10-01,NA
1993-11-01,168.2
1993-12-01,NA
1994-01-01,167
1994-02-01,NA
1994-03-01,168.8
1994-04-01,NA
1994-05-01,167.1
1994-06-01,NA
1994-07-01,169
1994-08-01,NA
1994-09-01,170.6
1994-10-01,NA
1994-11-01,171.5
1994-12-01,NA
1995-01-01,173.6
1995-02-01,NA
1995-03-01,175.3
1995-04-01,NA
1995-05-01,172.5
1995-06-01,NA
1995-07-01,173.5
1995-08-01,NA
1995-09-01,175.1
1995-10-01,NA
1995-11-01,175.6
1995-12-01,NA
1996-01-01,180.2
1996-02-01,NA
1996-03-01,179.7
1996-04-01,NA
1996-05-01,179
1996-06-01,NA
1996-07-01,181.4
1996-08-01,NA
1996-09-01,182.7
1996-10-01,NA
1996-11-01,184.8
1996-12-01,NA
1997-01-01,187.5
1997-02-01,NA
1997-03-01,188.9
1997-04-01,NA
1997-05-01,186.7
1997-06-01,NA
1997-07-01,189
1997-08-01,NA
1997-09-01,189.1
1997-10-01,NA
1997-11-01,189.7
1997-12-01,191.4
1998-01-01,192.5
1998-02-01,193.8
1998-03-01,193.5
1998-04-01,192.3
1998-05-01,192.8
1998-06-01,192.7
1998-07-01,193.7
1998-08-01,196.7
1998-09-01,196.7
1998-10-01,197.1
1998-11-01,197.2
1998-12-01,197.9
1999-01-01,198.4
1999-02-01,199.7
1999-03-01,200.2
1999-04-01,198.8
1999-05-01,198.5
1999-06-01,200.3
1999-07-01,201.3
1999-08-01,202.5
1999-09-01,202.9
1999-10-01,204.3
1999-11-01,205.7
1999-12-01,206.5
2000-01-01,207.8
2000-02-01,209.3
2000-03-01,210.9
2000-04-01,209.7
2000-05-01,209.1
2000-06-01,209.5
2000-07-01,210.3
2000-08-01,212.3
2000-09-01,212
2000-10-01,214.6
2000-11-01,217.1
2000-12-01,218.6
2001-01-01,220.9
2001-02-01,220.8
2001-03-01,222.4
2001-04-01,221.8
2001-05-01,222.4
2001-06-01,223.5
2001-07-01,225
2001-08-01,227.6
2001-09-01,227.4
2001-10-01,228.3
2001-11-01,229.5
2001-12-01,231.2
2002-01-01,233.4
2002-02-01,239.6
2002-03-01,237.9
2002-04-01,238.8
2002-05-01,238.9
2002-06-01,240.1
2002-07-01,241.8
2002-08-01,245.1
2002-09-01,246.5
2002-10-01,245.2
2002-11-01,248.2
2002-12-01,248.9
2003-01-01,246.3
2003-02-01,245.5
2003-03-01,247.3
2003-04-01,247.9
2003-05-01,248.2
2003-06-01,250
2003-07-01,250.4
2003-08-01,251.6
2003-09-01,254.5
2003-10-01,256.6
2003-11-01,256.6
2003-12-01,259.8
2004-01-01,261.7
2004-02-01,260.3
2004-03-01,258.9
2004-04-01,259.3
2004-05-01,258.7
2004-06-01,259.6
2004-07-01,258.5
2004-08-01,259.4
2004-09-01,260.3
2004-10-01,259
2004-11-01,257.3
2004-12-01,257.1
2005-01-01,258.5
2005-02-01,260.6
2005-03-01,260.5
2005-04-01,259.2
2005-05-01,259.6
2005-06-01,262.7
2005-07-01,266.7
2005-08-01,264.8
2005-09-01,259.3
2005-10-01,264
2005-11-01,262.6
2005-12-01,262.9
2006-01-01,264.6
2006-02-01,265.6
2006-03-01,265.9
2006-04-01,263.6
2006-05-01,263.7
2006-06-01,266.6
2006-07-01,269.9
2006-08-01,271.1
2006-09-01,269
2006-10-01,267.4
2006-11-01,268.7
2006-12-01,270.3
2007-01-01,271.167
2007-02-01,272.183
2007-03-01,271.226
2007-04-01,270.919
2007-05-01,270.144
2007-06-01,272.939
2007-07-01,273.925
2007-08-01,274.354
2007-09-01,274.542
2007-10-01,273.302
2007-11-01,272.049
2007-12-01,273.084
2008-01-01,274.891
2008-02-01,276.335
2008-03-01,271.745
2008-04-01,272.462
2008-05-01,271.147
2008-06-01,273.355
2008-07-01,280.02
2008-08-01,276.61
2008-09-01,274.081
2008-10-01,269.405
2008-11-01,269.105
2008-12-01,269.077
2009-01-01,270.84
2009-02-01,271.062
2009-03-01,273.091
2009-04-01,275.061
2009-05-01,275.399
2009-06-01,277.233
2009-07-01,277.09
2009-08-01,278.953
2009-09-01,279.06
2009-10-01,277.564
2009-11-01,273.947
2009-12-01,273.295
2010-01-01,273.797
2010-02-01,273.828
2010-03-01,273.353
2010-04-01,272.411
2010-05-01,272.612
2010-06-01,273.411
2010-07-01,271.56
2010-08-01,272.024
2010-09-01,271.442
2010-10-01,271.276
2010-11-01,270.475
2010-12-01,271.372
2011-01-01,271.092
2011-02-01,270.659
2011-03-01,271.758
2011-04-01,271.37
2011-05-01,271.928
2011-06-01,273.202
2011-07-01,274.186
2011-08-01,274.573
2011-09-01,275.634
2011-10-01,276.326
2011-11-01,275.752
2011-12-01,275.621
2012-01-01,275.644
2012-02-01,276.3
2012-03-01,277.091
2012-04-01,277.57
2012-05-01,278.518
2012-06-01,280.178
2012-07-01,280.643
2012-08-01,281.255
2012-09-01,281.293
2012-10-01,281.731
2012-11-01,281.918
2012-12-01,280.43
2013-01-01,280.871
2013-02-01,280.773
2013-03-01,281.725
2013-04-01,282.208
2013-05-01,283.038
2013-06-01,283.112
2013-07-01,284.389
2013-08-01,285.121
2013-09-01,286.147
2013-10-01,286.301
2013-11-01,286.756
2013-12-01,286.57
2014-01-01,287.122
2014-02-01,288.56
2014-03-01,290.59
2014-04-01,292.073
2014-05-01,292.618
2014-06-01,292.518
2014-07-01,292.914
2014-08-01,293.269
2014-09-01,295.662
2014-10-01,295.295
2014-11-01,295.641
2014-12-01,295.915
2015-01-01,295.784
2015-02-01,297.601
2015-03-01,299.626
2015-04-01,300.903
2015-05-01,302.001
2015-06-01,303.108
2015-07-01,304.993
2015-08-01,304.378
2015-09-01,307.111
2015-10-01,307.201
2015-11-01,306.123
2015-12-01,305.748
2016-01-01,305.187
2016-02-01,306.837
2016-03-01,308.698
2016-04-01,311.712
2016-05-01,313.483
2016-06-01,313.503
2016-07-01,315.483
2016-08-01,315.846
2016-09-01,317.618
2016-10-01,315.97
2016-11-01,314.558
2016-12-01,314.057
2017-01-01,316.742
2017-02-01,317.307
2017-03-01,316.39
2017-04-01,317.61
2017-05-01,319.588
2017-06-01,321.591
2017-07-01,322.742
2017-08-01,322.992
2017-09-01,326.497
2017-10-01,326.002
2017-11-01,323.945
2017-12-01,325.584
2018-01-01,328.516
2018-02-01,329.835
2018-03-01,331.644
2018-04-01,333.021
2018-05-01,334.416
2018-06-01,335.4
2018-07-01,336.539
2018-08-01,338.169
2018-09-01,341.399
2018-10-01,343.172
2018-11-01,338.854
2018-12-01,341.24
2019-01-01,343.856
2019-02-01,342.088
2019-03-01,343.857
2019-04-01,346.426
2019-05-01,346.86
2019-06-01,347.912
2019-07-01,351.127
2019-08-01,350.608
2019-09-01,352.054
2019-10-01,351.791
2019-11-01,352.412
2019-12-01,350.481
2020-01-01,355.029
2020-02-01,356.552
2020-03-01,356.239
2020-04-01,358.299
2020-05-01,357.399
2020-06-01,359.727
2020-07-01,358.626
2020-08-01,359.574
2020-09-01,358.916
2020-10-01,358.279
2020-11-01,358.708
2020-12-01,359.374
2021-01-01,358.841
2021-02-01,359.294
2021-03-01,360.418
2021-04-01,363.031
2021-05-01,362.801
2021-06-01,368.092
2021-07-01,369.208
2021-08-01,367.342
2021-09-01,366.527
2021-10-01,369.605
2021-11-01,367.731
2021-12-01,373.016
2022-01-01,374.094
2022-02-01,373.029
2022-03-01,375.114
2022-04-01,376.867
2022-05-01,377.395
2022-06-01,378.066
2022-07-01,379.462
2022-08-01,383.097
2022-09-01,384.018
2022-10-01,385.461
2022-11-01,385.86
2022-12-01,388.47
2023-01-01,393.149
2023-02-01,397.182
2023-03-01,400.974
2023-04-01,404.537
2023-05-01,405.806
2023-06-01,406.022
2023-07-01,406.826
2023-08-01,411.327
2023-09-01,410.682
2023-10-01,410.367
2023-11-01,413.372
